Index,Plaza Code,Plaza Name,"Concessio naire
Type",Plaza Type,Plaza Sub Typ,Sate,City,Concessionaire,Geo Codes,Longitude,Latitudes,,
167,340061,"Bhadesar Toll
Plaza",PF,TOLL,NATIONAL,Bihar,Jogbani,NHAI,"26.343119,87.236811",26.343119,87.236811,,
168,570021,"Bhadoti Toll
Plaza",Conc.,TOLL,STATE,Rajasthan,"Sawai
Madhopur",RIDCOR Ltd,"26.224711, 76.370728",26.224711,76.370728,,
169,375032,"Bhagada
Narayanpur Toll",PF,TOLL,NATIONAL,Odisha,Bhadrak,NHAI,"20.944516, 86.327633",20.944516,86.327633,,
170,380022,Bhagalpur Toll,PF,TOLL,NATIONAL,Bihar,Bhagalpur,NHAI,"25.2322,87.0094",25.2322,87.0094,,
171,312022,"Bhagan Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Sonipat,NHAI,"29.071744,77.0601904",29.071744,77.0601904,,
172,314025,"BHAGOMAJRA
TOLL PLAZA",PF,TOLL,NATIONAL,Punjab,SAS NAGAR,NHAI,"30.760763,76.607911",30.760763,76.607911,,
173,314041,"Bhagupur Toll
Plaza",PF,TOLL,NATIONAL,Punjab,Jammu,Harike,"29.910500, 76.507130",29.9105,76.50713,,
174,2003,"Bhagwada Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,Valsad,NHAI,"20.43495,72.917204",20.43495,72.917204,,
175,326006,"Bhagwanpur
Toll Plaza",PF,TOLL,NATIONAL,Uttarakhand,Bhagwanpur,NHAI,"29.931253,77.820383",29.931253,77.820383,,
176,336014,"Bhalgam Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,"Banaskanth
a","PATEL
HIGHWAY","23.912345,71.783983",23.912345,71.783983,,
177,312063,"Bhalkhi Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Bhalkhi,NHAI,"28.208603, 76.203269",28.208603,76.203269,,
178,340024,"Bhamb Raja Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Yavatmal,NHAI,"20.2348930,78.0174340",20.234893,78.017434,,
179,570044,"Bhandaraj Fee
Plaza",PF,TOLL,NATIONAL,Rajasthan,Dausa,NHAI,"26.916680, 76.432023",26.91668,76.432023,,
180,320089,"Bharatkhund
TOLL PLAZA",PF,TOLL,NATIONAL,Uttar Pradesh,Varanasi,NHAI,"26.635829,82.126764",26.635829,82.126764,,
181,52002,"Bharudi Toll
Plaza",Conc.,TOLL,NATIONAL,Gujarat,Rajkot,ILFS,"21.805381,70.663976",21.805381,70.663976,,
182,540053,"Bharvir Toll
Plaza",PF,TOLL,STATE,Maharashtra,Nashik,NMSCEL,"19.752854, 73.775314",19.752854,73.775314,,
183,536034,Bhat Toll Plaza,Conc.,TOLL,STATE,Gujarat,Ahmedabad,"Ahmedabad
Ring Road Infra","23.115640, 72.642100",23.11564,72.6421,,
184,217001,"Bhatia  Toll
Plaza",Conc.,TOLL,NATIONAL,Gujarat,Surat,Soma Isolux,"21.090354,72.922502",21.090354,72.922502,,
185,63001,"Bhatwada Toll
Plaza",Conc.,TOLL,NATIONAL,Gujarat,Dahod,"Highway
Concessions","22.79296,73.842845",22.79296,73.842845,,
186,312017,Bhavdeen Plaza,PF,TOLL,NATIONAL,Haryana,Sirsa,NHAI,"29.5326385,75.2009966",29.5326385,75.2009966,,
187,520017,Bhelara,Conc.,TOLL,STATE,Uttar Pradesh,Sultanpur,"Prakash
Asphalting &","26.2269380, 82.6707030",26.226938,82.670703,,
188,350029,"Bhiknoor Toll
Plaza",PF,TOLL,NATIONAL,Telangana,Nizamabad,NHAI,"18.20539,78.398299",18.20539,78.398299,,
189,336013,Bhiladi Toll Plaza,PF,TOLL,NATIONAL,Gujarat,"Banaskanth
a","PATEL
HIGHWAY","24.143877,71.977151",24.143877,71.977151,,
190,545084,"Bhimpura Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Bhind,UPP Tollways,"26.657489,78.869295",26.657489,78.869295,,
191,536080,"BhitahaToll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Gorakhpur,NHAI,"26.59920,83.40222",26.5992,83.40222,,
192,570031,Bhiwadi Toll,Conc.,TOLL,STATE,Rajasthan,Alwar,RIDCOR Ltd,"28.174303, 76.824531",28.174303,76.824531,,
193,540057,"Bhiwandi Toll
Plaza",PF,TOLL,STATE,Maharashtra,Thane,NMSCEL,"19.281255, 73.048291",19.281255,73.048291,,
194,320103,"Bhojpur Plaza
DME KM 4570",PF,TOLL,NATIONAL,Uttar Pradesh,Ghaziabad,NHAI,"28.800192,77.619238",28.800192,77.619238,,
195,349012,"Bhojpuri Toll
Plaza",PF,TOLL,NATIONAL,Chhattisgarh,Saragaon,NHAI,"21.9322781,82.0123636",21.9322781,82.0123636,,
196,570018,"Bhooka Toll
Plaza",Conc.,TOLL,STATE,Rajasthan,Barmer,RIDCOR Ltd,"25.640861, 72.000211",25.640861,72.000211,,
197,345086,"Bhopal Vidisha
Toll Plaza",Conc.,TOLL,STATE,Madhya Pradesh,"Sukhisewani
a","R.M.N. Tollways
Pvt Ltd","23.371140, 77.502870",23.37114,77.50287,,
198,336023,"Bhordu Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,Bhordu,NHAI,"24.494001,72.268802",24.494001,72.268802,,
199,545006,"Bhourasa Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Dewas,MPRDC,"22.9751708,76.2184202",22.9751708,76.2184202,,
200,352032,"Bhramanapalli
Toll Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,"Bhramanapa
lli",NHAI,"14.7359233,79.0492478",14.7359233,79.0492478,,complete 
201,546042,Bhuni Toll Plaza,PF,TOLL,NATIONAL,Uttar Pradesh,Meerut,"Vinod Kumar
Malik","29.125868,77.576617",29.125868,77.576617,,
202,545052,"Bhuteda Toll
Plaza",BOT,TOLL,STATE,Madhya Pradesh,Jaora,"Topworth
Tollways","23.5968864,75.1640542",23.5968864,75.1640542,,
203,375026,"Bideibadkudar
Toll Plaza",PF,TOLL,NATIONAL,Odisha,Deogarh,NHAI,"21.505816,85.058237",21.505816,85.058237,,
204,545049,"Bijanhai Toll
Plaza",DBFOT,TOLL,STATE,Madhya Pradesh,Silwani,VKS Shukla,"23.131733,78.506008",23.131733,78.506008,,
205,46001,"Bijapur Toll
Plaza",Conc.,TOLL,NATIONAL,Karnataka,Bijapur,Sadbhav,"16.786741,75.739648",16.786741,75.739648,,
206,320057,Bilakbarpur,PF,TOLL,NATIONAL,Uttar Pradesh,Bilakbarpur,NHAI,"28.520428,77.600397",28.520428,77.600397,,
207,545008,"Bilantri TOLL
PLAZA",Conc.,TOLL,STATE,Madhya Pradesh,Ujjain,"M/s
Suryawavshi","24.020435,75.290547",24.020435,75.290547,,
208,545032,Billaua Toll Plaza,BOT,TOLL,STATE,Madhya Pradesh,Gwalior,PATH,"26.055268,78.252663",26.055268,78.252663,,
209,330130,"Binaswas Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Bilara,NHAI,"26.121857, 74.062484",26.121857,74.062484,,
210,220003,BIRAMI,Conc.,TOLL,NATIONAL,Rajasthan,Pali,L&T,"25.371114,73.201486",25.371114,73.201486,,
211,330129,"Biratiya Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Jaitaran,NHAI,"26.121857, 74.062484",26.121857,74.062484,,
212,313005,"Bisalwas Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Jhajjar,NHAI,"28.468107,75.889119",28.468107,75.889119,,
213,556053,Bisanda Km 24,Conc.,TOLL,STATE,Uttar Pradesh,Banda,UPEIDA,"25.4138,80.5719",25.4138,80.5719,,
214,380023,"Bishunpurwa
Toll Plaza",PF,TOLL,NATIONAL,Bihar,Motihari,NHAI,"26.9970148,84.375504",26.9970148,84.375504,,
215,536015,"Bochasan Toll
Plaza",Conc.,TOLL,STATE,Gujarat,Anand,RKC Infrabuilt,"22.4133460,72.8518924",22.413346,72.8518924,,
216,360046,Bogalur,PF,TOLL,NATIONAL,Tamil Nadu,"Ramnathpur
am",NHAI,"9.3981517,78.7140107",9.3981517,78.7140107,,
217,375023,Bolangir,PF,TOLL,NATIONAL,Odisha,Bolangir,NHAI,"20.740615,83.630556",20.740615,83.630556,,
218,73001,"Bollapalli Toll
Plaza",Conc.,TOLL,NATIONAL,Andhra Pradesh,Prakasam,"Saimbhapuri
Expressway Ltd.","15.886754,80.070843",15.886754,80.070843,,
219,550012,Bongulur,PF,TOLL,STATE,Telangana,Hyderabad,IRB,"17.141561, 78.350437",17.141561,78.350437,,
220,536058,Bonli Toll Plaza,PF,TOLL,NATIONAL,Rajasthan,Sawai Madhopur,NHAI,"26.333262172107283,
76.24529151966289",26.33326217,76.24529152,,
221,360045,"Boothakudi Toll
Plaza",PF,TOLL,NATIONAL,Tamil Nadu,Pudukkottai,"M/s Eagle Infra
India Ltd","10.64127,78.581277",10.64127,78.581277,,
222,330086,"Bor Charnan Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Barmer,NHAI (QualiX),"25.1018238,71.5596583",25.1018238,71.5596583,,
223,545050,Boras Toll Plaza,DBFOT,TOLL,STATE,Madhya Pradesh,Gardarwada,VKS Shukla,"23.03015,78.514381",23.03015,78.514381,,
224,340048,"Borgaon Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Miraj,NHAI,"17.000291, 74.783872",17.000291,74.783872,,
225,2001,"Boriach Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,Navsari,NHAI,"20.885548,73.052162",20.885548,73.052162,,
226,24004,"BORKHEDI TOLL
PLAZA",Conc.,TOLL,NATIONAL,Maharashtra,Wardha,NHAI,"20.85612,78.963632",20.85612,78.963632,,
227,356023,"Brahamarakotlu
Toll Plaza",PF,TOLL,NATIONAL,Karnataka,"Dakshina
Kannada",NHAI,"12.8751,75.0039",12.8751,75.0039,,
228,193001,"Brijghat Toll
Plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Hapur,IRB,"28.767149,78.110043",28.767149,78.110043,,
229,380028,"Brindawan Fee
Plaza",PF,TOLL,NATIONAL,Bihar,Chhapra,NHAI,"25.7478818,84.9518215",25.7478818,84.9518215,,
230,157001,"BSC-C&C Kurali
Toll Plaza",Conc.,TOLL,NATIONAL,Punjab,Rupnagar,"BSC-C&C Kurali
Toll Plaza","30.908345,76.545373",30.908345,76.545373,,
231,312062,"Buchawas Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Buchawas,NHAI,"28.304683, 76.223563",28.304683,76.223563,,
232,360044,"Buchireddypale
m Toll Plaza",PF,TOLL,NATIONAL,Tamil Nadu,Nellore,NHAI,"14.543497,79.862213",14.543497,79.862213,,
233,556008,"BUDDAREDDYH
ALLI TOLL PLAZA",Conc.,TOLL,STATE,Karnataka,PAVAGADA,"MITRA INFRA
SOLUTIONS","14.121006,77.153804",14.121006,77.153804,,
234,48002,"Budhanam Plaza
(NH- 16)",Conc.,TOLL,NATIONAL,Andhra Pradesh,Nellore,"SWARNA
TOLLWAY","14.059589,79.894624",14.059589,79.894624,,
235,546013,Bungri Toll Plaza,PF,TOLL,NATIONAL,Rajasthan,Jodhpur,M/s Ashirwad,"27.3481934,73.1086112",27.3481934,73.1086112,,
236,556003,"BYADARAHALLI
TOLL PLAZA",Conc.,TOLL,STATE,Karnataka,GORUR,"MITRA INFRA
SOLUTIONS","12.521607,76.041609",12.521607,76.041609,,
237,560008,"Central Server
plaza",PF,TOLL,STATE,Tamil Nadu,Chennai,TNRDC (ECR),"12.8616039,80.1718917",12.8616039,80.1718917,,
238,560002,"Central Server
Toll Plaza",PF,TOLL,STATE,Tamil Nadu,Chennai,TNRDC,"12.9564,80.2412",12.9564,80.2412,,
239,312056,Chabri Toll Plaza,PF,TOLL,NATIONAL,Haryana,Chabri,NHAI,"29.197681, 76.469761",29.197681,76.469761,,
240,340044,"Chachadgaon
Toll Plaza",PF,TOLL,NATIONAL,Maharashtra,Nashik,NHAI,"20.223616, 73.664849",20.223616,73.664849,,
241,546029,Chachakhedi,PF,TOLL,STATE,Madhya Pradesh,Agar,MPRDC,"23.582090,76.189842",23.58209,76.189842,,
242,234002,"Chagalmarri Toll
Plaza",Conc.,TOLL,NATIONAL,Andhra Pradesh,Kurnool,"Rayalasema
Expressway","14.979577,78.574764",14.979577,78.574764,,
243,314033,Chahar Toll,PF,TOLL,NATIONAL,Punjab,Ludhiana,NHAI,"30.9887,75.7908",30.9887,75.7908,,
244,314014,"Chak Bamniya
Toll Plaza",PF,TOLL,NATIONAL,Punjab,Jalandhar,NHAI,"31.0241526,75.3044463",31.0241526,75.3044463,,
245,545051,"Chakrawda Toll
Plaza",BOT,TOLL,STATE,Madhya Pradesh,Ujjain,"Topworth
Tollways","23.2547289,75.7179749",23.2547289,75.7179749,,
246,356019,"Chalageri Toll
Plaza",PF,TOLL,NATIONAL,Karnataka,Haveri,NHAI,"14.556782,75.728072",14.556782,75.728072,,
247,341101,"Chalakwadi  toll
plaza",Conc.,TOLL,NATIONAL,Maharashtra,Pune,"Khed -Sinnar
Expressway","19.1700886,74.0751759",19.1700886,74.0751759,,
248,320071,"Chamari Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Jalaun,"M/s Eagle Infra
India Ltd","26.036608,79.577976",26.036608,79.577976,,
249,340043,"Champa Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Nagpur,NHAI,"20.967070, 79.204168",20.96707,79.204168,,
250,345087,"Chanatoriya
(Sagar) Toll",Conc.,TOLL,STATE,Madhya Pradesh,Sagar,"RSI STONE
WORLD PVT","23.887470, 78.870000",23.88747,78.87,,
251,210001,"Chandermore
Plaza",Conc.,TOLL,NATIONAL,West Bengal,"Murshidaba
d","Barahmpur-
Farakka Tollway","24.563182,88.019993",24.563182,88.019993,,
252,155001,"Chandimandir
Toll Plaza",Conc.,TOLL,NATIONAL,Haryana,Panchkula,JP Infra,"30.738834,76.897977",30.738834,76.897977,,
253,312051,"Chandlana Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Chandlana,NHAI,"29.861128, 76.641341",29.861128,76.641341,,
254,340016,"Chandoli Fee
Plaza",PF,TOLL,NATIONAL,Maharashtra,Pune,NHAI,"18.8377812,73.8800121",18.8377812,73.8800121,,
255,140001,"Chandwad toll
plaza",Conc.,TOLL,NATIONAL,Maharashtra,Nashik,Ircon Soma,"20.325219,74.210736",20.325219,74.210736,,
256,352013,Chapirevula,Conc.,TOLL,NATIONAL,Andhra pradesh,Nandyal,NHAI,"15.460198, 78.451697",15.460198,78.451697,,
257,345010,Chapra,Conc.,TOLL,NATIONAL,Madhya Pradesh,Indore,Oriental,"23.6570433,76.6148339",23.6570433,76.6148339,,
258,380026,"Chapraitha Fee
Plaza",PF,TOLL,NATIONAL,Bihar,Chhapra,NHAI,"26.0265755,84.4909225",26.0265755,84.4909225,,
259,570011,Chapri Toll Plaza,Conc.,TOLL,STATE,Rajasthan,Nagaur,RIDCOR Ltd,"27.349756, 74.671431",27.349756,74.671431,,
260,380027,Chapwa,PF,TOLL,NATIONAL,Bihar,Patna,NHAI,"26.731065,84.748063",26.731065,84.748063,,
261,2002,"Charoti Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Palghar,NHAI,"19.890544,72.942644",19.890544,72.942644,,
262,536060,"Chatrapatti Toll
Plaza",PF,TOLL,NATIONAL,Tamil Nadu,Dindigul,NHAI,"10.480588,77.637335",10.480588,77.637335,,
263,556012,"Chattar Toll
Plaza",Conc.,TOLL,STATE,Karnataka,Mudgal,"MITRA INFRA
SOLUTIONS","15.910173,76.4463210",15.910173,76.446321,,
264,312003,Chaudhariwas,Conc.,TOLL,NATIONAL,Haryana,"Chaudhariw
as",IRB,"28.9974934,75.6043331",28.9974934,75.6043331,,
265,185001,"Chaukadi Toll
Plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Basti,"Ayodhya
Gorakhpur SMS","26.781298,82.417008",26.781298,82.417008,,
266,314029,"Chaukiman Toll
plaza",Conc.,TOLL,NATIONAL,Punjab,Ludhiana,"Ludhiana -
Talwandi Toll","30.82474,75.59007",30.82474,75.59007,,
267,360033,"Chennasamadur
am Toll Plaza",PF,TOLL,NATIONAL,Tamil Nadu,Vellore,NHAI,"12.910943,79.40121",12.910943,79.40121,,
268,320059,"Chhajarsi Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Pilkhua,NHAI,"28.7017268,77.6197457",28.7017268,77.6197457,,
269,312021,Chhajju Nagar,PF,TOLL,NATIONAL,Haryana,"Chhajju
Nagar",NHAI,"28.0989714,77.3639658",28.0989714,77.3639658,,
270,320098,"Chhapar TOLL
PLAZA",PF,TOLL,NATIONAL,Uttar Pradesh,"Muzaffarnag
ar",Raj Shyama,"29.585833,77.778333",29.585833,77.778333,,
271,312026,"Chhara Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Jhajjar,NHAI,"28.7128790,76.7249370",28.712879,76.724937,,
272,330127,"Chhoti Villor Fee
Plaza",PF,TOLL,NATIONAL,Rajasthan,Sanchore,NHAI,"24.674000, 71.827100",24.674,71.8271,,
273,241700,"Chhuhipali Toll
Plaza",Conc.,TOLL,NATIONAL,Chhattisgarh,"Mahasamun
d","BSCPL Aurang
Tollway Limited","21.299821,82.942781",21.299821,82.942781,,
274,314024,"Chiddan Toll
Plaza",PF,TOLL,NATIONAL,Punjab,Amritsar,NHAI,"31.617167,74.692378",31.617167,74.692378,,
275,345067,Chikhalikala,PF,TOLL,NATIONAL,Madhya Pradesh,Betul,NHAI,"21.842211,78.433626",21.842211,78.433626,,
276,545027,"Chikliya Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Ratlam,"Western MP
Infrastructure","23.2305,75.1270",23.2305,75.127,,
277,352021,Chilakpelam,PF,TOLL,NATIONAL,Andhra Pradesh,Srikakulam,NHAI,"18.273462,83.807965",18.273462,83.807965,,
278,330072,"Chilla Chond Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Badi,NHAI,"26.6132644,77.5154327",26.6132644,77.5154327,,
279,15003,Chillakallu,Conc.,TOLL,NATIONAL,Andhra Pradesh,Krishna,GMR,"16.885015,80.160654",16.885015,80.160654,,
280,352049,"Chinaganjam
Fee Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,Nellore,NHAI,"15.698996,80.237627",15.698996,80.237627,,
281,556022,Chinchani plaza,Conc,TOLL,STATE,Karnataka,Chikodi,"Vinay Lad
Enterprises","16.418376,74.540661",16.418376,74.540661,,
282,560017,"Chinnamullaivoy
al",PF,TOLL,STATE,Tamil Nadu,Chennai,TNRDC,"13.253075,80.2387214",13.253075,80.2387214,,
283,352033,"Chinthalapalem
toll plaza",PF,TOLL,NATIONAL,Andhra Pradesh,"Chinthalapal
em",NHAI,"13.7881724,79.5894634",13.7881724,79.5894634,,
284,560012,"Chinthamani
Toll Plaza",Conc.,TOLL,STATE,Tamil Nadu,Madurai,"SRI BALAJI
TOLLWAYS","9.8767572,78.1349936",9.8767572,78.1349936,,
285,350004,"Chinthapally Toll
Plaza",PF,TOLL,NATIONAL,Telangana,Chinthapally,NHAI,"17.471528, 79.980556",17.471528,79.980556,,
286,556061,Chiriya Km 201,Conc.,TOLL,STATE,Uttar Pradesh,Jalaun,UPEIDA,"26.1611,79.2797",26.1611,79.2797,,
287,350102,Chitlapalli Toll,PF.,TOLL,NATIONAL,Telangana,Chitlapalli,NHAI,"17.0811,77.5810",17.0811,77.581,,
288,127002,Chitora,Conc.,TOLL,NATIONAL,Madhya Pradesh,Sagar,"DPJ DRA
Tollways","23.725416,78.809126",23.725416,78.809126,,
289,556052,"Chitrakoot/Bhar
atkup Km 04",Conc.,TOLL,STATE,Uttar Pradesh,Karwi,UPEIDA,"25.2513,80.7444",25.2513,80.7444,,
290,360043,"Chittampatti
Toll Plaza",PF,TOLL,NATIONAL,Tamil Nadu,Madurai,"M/s Eagle Infra
India Ltd","9.989594,78.244086",9.989594,78.244086,,
291,352050,"Chittimitti
Chinthala",PF,TOLL,NATIONAL,Andhra Pradesh,Kadapa,NHAI,"14.810899,78.338884",14.810899,78.338884,,
292,536065,CHITTORA,Conc.,TOLL,STATE,Madhya Pradesh,GOHAD,"M/S
DHARMENDRA","26.3317760,78.4896370",26.331776,78.489637,,
293,545026,"Chokala Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Dhar,"Western MP
Infrastructure","22.9310,75.2507",22.931,75.2507,,
294,115002,"Chokkenahalli
toll plaza",Conc.,TOLL,NATIONAL,Karnataka,Tumkur,Jass Tollways,"13.302065,77.161956",13.302065,77.161956,,
295,352064,"Cholasamundra
m Toll Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,Hindupur,NHAI,"13.811786, 77.576451",13.811786,77.576451,,
296,159001,"Chollang Toll
Plaza",Conc.,TOLL,NATIONAL,Punjab,Hoshiarpur,NHAI,"31.624658,75.640296",31.624658,75.640296,,
297,345009,Choratha,BOT,TOLL,NATIONAL,Madhya Pradesh,Rewa,"M/s Path India
Pvt.Ltd","24.5483246,81.3467263",24.5483246,81.3467263,,
298,2004,"Choryasi Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,Surat,NHAI,"21.303367,72.95418",21.303367,72.95418,,
299,349007,"Chotiya TOLL
PLAZA",PF,TOLL,NATIONAL,Chhattisgarh,Korba,NHAI,"22.7662305,82.4799789",22.7662305,82.4799789,,
300,536084,"Chottian User
fee Plaza",PF,TOLL,NATIONAL,Punjab,"Chottian,
District","M/s RAJINDER
INFRA.PVT.LTD","29.829579,75.785305",29.829579,75.785305,,Completed
301,536050,"Chounda
Morena Flyover",Conc.,TOLL,NATIONAL,Madhya Pradesh,Morena,"Gwalior Agra
Pathway Pvt.","26.48840, 77.98028",26.4884,77.98028,,aditya started 301 to 400
302,125002,Choundha,Conc.,TOLL,NATIONAL,Madhya Pradesh,Morena,"Agra Gwalior
Pathways","26.468079,78.010109",26.468079,78.010109,,
303,540510,"ChouraKheri Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Guna,"Synergy
Engineers","24.049466, 77.649413",24.049466,77.649413,,
304,556029,"Clever Leaf (P4)
Plaza",Conc,TOLL,STATE,Karnataka,Bengaluru,"Nandi Economic
Corridor","12.884139,77.501694",12.884139,77.501694,,
305,556005,"COORGAL TOLL
PLAZA",Conc.,TOLL,STATE,Karnataka,"BETTADAPU
RA","MITRA INFRA
SOLUTIONS","12.4421692,76.1016017",12.4421692,76.1016017,,
306,311004,"CWG Flyover
Plaza DME KM",PF,TOLL,NATIONAL,Delhi,Delhi,NHAI,"28.603991,77.269563",28.603991,77.269563,,
307,360041,"D C Palli Toll
Plaza",PF,TOLL,NATIONAL,Tamil Nadu,"Dharmavara
m",NHAI,"14.6853947,79.5155303",14.6853947,79.5155303,,
308,570049,"Dadiya Toll
Plaza",PF,TOLL,STATE,Rajasthan,Sikar,RSRDC,"27.71179,75.21063",27.71179,75.21063,,
309,312061,Dadri Toll Plaza,PF,TOLL,NATIONAL,Haryana,Dadri,NHAI,"28.606077, 76.304827",28.606077,76.304827,,
310,33001,Daffi Toll Plaza,Conc.,TOLL,NATIONAL,Uttar Pradesh,Varanasi,"Bhilwara
Rajsamand","25.248275,82.994017",25.248275,82.994017,,
311,345056,Dagrai Toll Plaza,PF,TOLL,NATIONAL,Madhya Pradesh,Datia,NHAI,"25.6158907,78.4787578",25.6158907,78.4787578,,
312,378007,"Dahalapara Toll
Plaza",PF,TOLL,NATIONAL,Assam,Bongoigaon,NHAI,"26.476602,90.712074",26.476602,90.712074,,
313,104002,Dahar Toll Plaza,Conc.,TOLL,NATIONAL,Haryana,Panipat,Sadbhav,"29.31922,76.918442",29.31922,76.918442,,
314,540014,Dahisar,Conc.,TOLL,STATE,Maharashtra,Mumbai,"MEP
Infrastructure","19.2587,72.8718",19.2587,72.8718,,
315,536075,Dakan Kotra,PF,TOLL,NATIONAL,Rajasthan,Udaipur,NHAI,"24.500543, 73.720874",24.500543,73.720874,,
316,320069,"Dakhina
Shekpur Toll",TOT,TOLL,NATIONAL,Uttar Pradesh,Rae Bareli,"Arya Toll Infra
Limited","26.5244139,81.0661465",26.5244139,81.0661465,,
317,556059,Dakore Km 164,Conc.,TOLL,STATE,Uttar Pradesh,Orai,UPEIDA,"25.8653,79.4241",25.8653,79.4241,,
318,546002,"DalavadaToll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Dalavada,NHAI,"75.408085, 23.97131509",23.97131509,75.408085,,
319,340056,"Dalsagar Toll
Plaza",PF,TOLL,NATIONAL,Bihar,Dal Sagar,NHAI,"25.580548, 84.060688",25.580548,84.060688,,
320,352062,"Danamaiahgaari
palli Toll Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,"Danamaiahg
aripalli",NHAI,"13.036175, 78.515049",13.036175,78.515049,,
321,540513,"Dangdiya Toll
plaza",Conc.,TOLL,STATE,Madhya Pradesh,Bhopal,"R.M.N.
TOLLWAYS PVT","22.424746, 75.072311",22.424746,75.072311,,
322,370021,"Dankuni Toll
Plaza",PF,TOLL,NATIONAL,West Bengal,Hooghly,NHAI,"22.698891,88.288862",22.698891,88.288862,,
323,314042,"Darapur Toll
Plaza",PF,TOLL,NATIONAL,Punjab,Moga,NHAI,"30.840344, 74.976922",30.840344,74.976922,,
324,336010,Dari  Toll Plaza,PF,TOLL,NATIONAL,Gujarat,Gir Somnath,"Jetpur Somnath
Tollways","20.961278,70.334386",20.961278,70.334386,,
325,375033,"Darjing Toll
Plaza",PF,TOLL,NATIONAL,Odisha,Darjing,NHAI,"21.931642, 84.892881",21.931642,84.892881,,
326,340020,Daroada,PF,TOLL,NATIONAL,Maharashtra,Wardha,"Anuj Kumar
Aggarwal","20.450625,78.755243",20.450625,78.755243,,
327,320056,Dasana,PF,TOLL,NATIONAL,Uttar Pradesh,Dasana,NHAI,"28.687737,77.535805",28.687737,77.535805,,
328,536048,"Dasarkhed Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Malkapur,"GaneshgarhiaC
onstructionPvtL","20.972921, 76.179151",20.972921,76.179151,,
329,320101,"Dasna Plaza
DME KM 2760",PF,TOLL,NATIONAL,Uttar Pradesh,Ghaziabad,NHAI,"28.674961,77.495589",28.674961,77.495589,,
330,540027,Datala toll plaza,BOT,TOLL,STATE,Maharashtra,"Datala
Village","Buldana Urban
Credit Co-op","20.82554091,76.2021409",20.82554091,76.2021409,,
331,545079,"Datia-Bhander
Toll Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Bhander,"D P JAIN DATIA
BHANDER","25.716217,78.701949",25.716217,78.701949,,
332,345007,Dattigaon,Conc.,TOLL,NATIONAL,Madhya Pradesh,Jhabua,IIGTL,"22.741519,74.836537",22.741519,74.836537,,
333,570055,"Daulatpura Fee
Plaza",PF,TOLL,NATIONAL,Rajasthan,"Sawaimadh
opur",NHAI,"25.883916, 76.530155",25.883916,76.530155,,
334,9003,"Daulatpura Toll
Plaza",Conc.,TOLL,NATIONAL,Rajasthan,Jaipur,"Pink City
Expressway","27.0868994,75.8345568",27.0868994,75.8345568,,
335,352040,Davaluru,PF,TOLL,NATIONAL,Andhra pradesh,Kankipadu,NHAI,"16.4125284,80.7880218",16.4125284,80.7880218,,
336,205002,Debra toll plaza,Conc.,TOLL,NATIONAL,West Bengal,"West
Medinipur","Ashoka
Buildcon","22.397144,87.522855",22.397144,87.522855,,
337,540009,"Dehuroad NH48
Toll Plaza",Conc.,TOLL,STATE,Maharashtra,Pune,IRB,"18.700286,73.692154",18.700286,73.692154,,
338,379007,"Deingpasoh Toll
Plaza",PF,TOLL,NATIONAL,Meghalaya,Ri-Bhoi,"Nandini
Talukdar","25.649086,92.047615",25.649086,92.047615,,
