Index,Plaza Code,Plaza Name,"Concessio naire
Type",Plaza Type,Plaza Sub Typ,Sate,City,Concessionaire,Geo Codes,Longitude,Latitudes,,
510,320136,"Hitouta Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Khutar,NHAI,"28.264748, 80.250888",28.264748,80.250888,,
511,341401,"Hiwargaon
pavasa toll plaza",Conc.,TOLL,NATIONAL,Maharashtra,"Ahmadnaga
r","Khed -Sinnar
Expressway","19.514777,74.2013655",19.514777,74.2013655,,
512,356007,Holgegadde,Conc.,TOLL,NATIONAL,Karnataka,Dhareshwar,"IRB Westcoast
Tollway","14.3594475,74.4184843",14.3594475,74.4184843,,
513,119001,"Hoskote Toll
Plaza",Conc.,TOLL,NATIONAL,Karnataka,"Bangalore
Rural","LANCO
HOSKOTE","13.059436,77.770734",13.059436,77.770734,,
514,556025,"Hosur Road (P1)
Toll",Conc,TOLL,STATE,Karnataka,Bengaluru,"Nandi Economic
Corridor","12.858667,77.655833",12.858667,77.655833,,
515,536002,"HSTL TP01-
Khadki",Conc.,TOLL,STATE,Gujarat,Khadki,L&T HSTL,"22.6479969,73.5197764",22.6479969,73.5197764,,
516,536004,"HSTL TP03-
Galiya Danti",Conc.,TOLL,STATE,Gujarat,Galiya Danti,L&T HSTL,"23.3639618,73.5152351",23.3639618,73.5152351,,
517,536005,"HSTL TP04-
Gajan",Conc.,TOLL,STATE,Gujarat,Gajan,L&T HSTL,"23.5051103,73.3033763",23.5051103,73.3033763,,
518,536003,"HSTLTP02-
Gaman",Conc.,TOLL,STATE,Gujarat,"Gaman
Bariya na",L&T HSTL,"23.0127692,73.6180402",23.0127692,73.6180402,,
519,370035,"Husludanga Toll
Plaza",PF,TOLL,NATIONAL,West Bengal,Jalpaiguri,NHAI,"26.5605725,88.9195854",26.5605725,88.9195854,,
520,340029,"Husnapur Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Deoli,NHAI,"20.5512,78.301089",20.5512,78.301089,,
521,340047,Ichgaon,PF,TOLL,NATIONAL,Maharashtra,Ichgaon,NHAI,"17.592193,75.591492",17.592193,75.591492,,
522,545069,Ichoul Toll Plaza,Conc.,TOLL,STATE,Madhya Pradesh,Unchehra,"TBCL Satna
Umaria","24.349306,80.778889",24.349306,80.778889,,
523,132001,IDTL Toll Plaza-A,Conc.,TOLL,NATIONAL,Madhya Pradesh,Indore,"Indore Dewas
Tollways","22.822692,75.938208",22.822692,75.938208,,
524,132002,IDTL Toll Plaza-B,Conc.,TOLL,NATIONAL,Madhya Pradesh,Dewas,"Indore Dewas
Tollways","22.959586,76.084165",22.959586,76.084165,,
525,7002,IGI Toll Plaza,Conc.,TOLL,NATIONAL,Delhi,New Delhi,"Millinieum City
Expressway","28.543853,77.115435",28.543853,77.115435,,
526,78001,Indalwai,Conc.,TOLL,NATIONAL,Telangana,Nizamabad,Navayuga,"18.538284,78.239718",18.538284,78.239718,,
527,311005,"Indirapuram
Plaza DME KM",PF,TOLL,NATIONAL,Delhi,Delhi,NHAI,"28.632236,77.344611",28.632236,77.344611,,
528,570022,"Indragarh Toll
Plaza",Conc.,TOLL,STATE,Rajasthan,Bundi,RIDCOR Ltd,"25.743931, 76.168992",25.743931,76.168992,,
529,220002,Indranagar,Conc.,TOLL,NATIONAL,Rajasthan,Pali,L&T,"25.829753,73.459836",25.829753,73.459836,,
530,196001,"Itaunja Toll
Plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Sitapur,"Lucknow
Sitapur","27.1034866,80.8814285",27.1034866,80.8814285,,
531,320113,Itora Buzurg,PF,TOLL,NATIONAL,Uttar Pradesh,Raebareilly,NHAI,"25.999600,81.285787",25.9996,81.285787,,
532,230001,"IVRCL
Chengapally",Conc.,TOLL,NATIONAL,Tamil Nadu,Tiruppur,IVRCL,"11.012852,77.073167",11.012852,77.073167,,
533,536066,"Jagaheri fee
plaza",PF,TOLL,NATIONAL,Uttar Pradesh,"Muzaffarnag
ar","GR Infraprojects
Ltd","29.467707,77.611927",29.467707,77.611927,,
534,517002,Jagatsukh,Conc.,TOLL,STATE,Himachal Pradesh,Manali,"Tourism Development
Manali","32.196130, 77.203707",32.19613,77.203707,,
535,314032,"Jagjitpura Toll
Plaza",PF.,TOLL,NATIONAL,Punjab,Barnala,NHAI,"30.4024658,75.4396511",30.4024658,75.4396511,,
536,326009,"Jagtapur Patti
Toll Plaza",PF,TOLL,NATIONAL,Uttarakhand,Jaspur,NHAI,"29.244179,78.884934",29.244179,78.884934,,
537,349013,"Jagtara TOLL
PLAZA",PF,TOLL,NATIONAL,Chhattisgarh,Kanker,NHAI,"20.6046999,81.4195136",20.6046999,81.4195136,,
538,546007,Jaitpur Toll Plaza,PF,TOLL,NATIONAL,Rajasthan,Bikaner,M/s Ashirwad,"28.884747, 74.028325",28.884747,74.028325,,
539,345045,Jaitpur Toll Plaza,PF,TOLL,NATIONAL,Madhya Pradesh,Seoni,NHAI,"22.548497,79.600413",22.548497,79.600413,,
540,356108,"Jajirakallu Toll
Plaza",Conc.,TOLL,NATIONAL,Karnataka,Jajirakallu,"Sri Sai
Enterprises","14.981630, 76.834694",14.98163,76.834694,,
541,205001,"Jaladhulagori
toll plaza",Conc.,TOLL,NATIONAL,West Bengal,Howrah,"Ashoka
Buildcon","22.573188,88.181679",22.573188,88.181679,,
542,312032,Jaloli Fee Plaza,PF,TOLL,NATIONAL,Haryana,Jaloli,NHAI,"30.5859671,76.9452524",30.5859671,76.9452524,,
543,131001,Jamli Toll Pllaza,Conc.,TOLL,NATIONAL,Madhya Pradesh,Barwani,"Khalghat
Sendhwa","21.75667,75.156824",21.75667,75.156824,,
544,536014,"Jamnagar
Bypass-Vadinar",Conc.,TOLL,STATE,Gujarat,Jamnagar,L&T,"22.4271343,69.9139827",22.4271343,69.9139827,,
545,355076,"Jamudihi Toll
Plaza",PF,TOLL,NATIONAL,Odisha,Sundargarh,"M/s KMC-RKD
(JV)","21.991807, 85.119236",21.991807,85.119236,,
546,375029,"Janasanpur Toll
Plaza",PF,TOLL,NATIONAL,Odisha,Janasanpur,"Montecarlo
Singhara","21.448549,85.373375",21.448549,85.373375,,
547,330088,"Jasnathnagar
Toll Plaza",PF,TOLL,NATIONAL,Rajasthan,Jodhpur,NHAI,"26.6175741,72.9777825",26.6175741,72.9777825,,
548,545034,"Jaswadi Toll
Plaza",BOT,TOLL,STATE,Madhya Pradesh,Khandwa,"Khandwa Agroh
Pathways","21.787500,76.444167",21.7875,76.444167,,
549,103001,"Jat Gangaicha
Toll Plaza",Conc.,TOLL,NATIONAL,Haryana,Rewari,"Kurukshetra
Expressways","28.275006,76.613363",28.275006,76.613363,,
550,312064,"Jat Guwana Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Jat Guwana,NHAI,"28.121286, 76.179413",28.121286,76.179413,,
551,546015,Jathon Toll Plaza,PF,TOLL,NATIONAL,Rajasthan,Jodhpur,M/s Ashirwad,"26.953637, 72.906977",26.953637,72.906977,,
552,41001,"JATL Dhilwan
Toll Plaza",Conc.,TOLL,NATIONAL,Punjab,Kapurthala,IVRCL,"31.499318,75.323065",31.499318,75.323065,,
553,41002,"JATL Nijjerpura
Toll Plaza",Conc.,TOLL,NATIONAL,Punjab,Amritsar,IVRCL,"31.577704,74.997072",31.577704,74.997072,,
554,556019,Javoor Toll Plaza,Conc.,TOLL,STATE,Karnataka,"Javoor
Village","LEJONET ITS
Tech","13.794751,75.982067",13.794751,75.982067,,
555,536047,Jawahar Nagar,"Concessio
naire",TOLL,STATE,Karnataka,Kalaburagi,KRDCL,"17.1287679,77.3493783",17.1287679,77.3493783,,
556,352058,"Jawahar Nagar
Toll Plaza",PF.,TOLL,NATIONAL,Telangana,Mulugu,NHAI,"18.212011,80.0284",18.212011,80.0284,,
557,352044,"Jellipalli Toll
Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,Anantpur,NHAI,"14.168867,78.144507",14.168867,78.144507,,
558,570027,Jetpur Toll Plaza,Conc.,TOLL,STATE,Rajasthan,Bikaner,RIDCOR Ltd,"28.886175, 74.019717",28.886175,74.019717,,
559,520005,Jewar Toll Plaza,BOT,TOLL,STATE,Uttar Pradesh,Jewar,"Jaypee
Infratech Ltd","28.114650,77.575418",28.11465,77.575418,,
560,545108,"Jhalmala Toll
Plaza",PF,TOLL,NATIONAL,Chhattisgarh,Raigarh,NHAI,"21.817222, 83.434444",21.817222,83.434444,,
561,312048,Jharoti Toll Plaza,PF,TOLL,NATIONAL,Haryana,Sonipat,"Jai Singh and
Company","28.922500, 76.952480",28.9225,76.95248,,
562,375031,"Jharpokharia
Toll Plaza",PF,TOLL,NATIONAL,Odisha,"Jharpokhari
a",NHAI,"22.180518, 86.636253",22.180518,86.636253,,
563,345041,Jhiriya Toll Plaza,Conc.,TOLL,NATIONAL,Madhya Pradesh,Rewa,"Bansal
Pathways Pvt.","24.5702,81.4111",24.5702,81.4111,,
564,320064,"Jindpur Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Raebareli,NHAI,"25.859513,80.684572",25.859513,80.684572,,
565,320099,Jiwana Toll plaza,PF,TOLL,NATIONAL,Uttar Pradesh,Baghpat,NHAI,"29.165072,77.276193",29.165072,77.276193,,
566,352053,"Jodi
Dharmapuram",PF,TOLL,NATIONAL,Andhra Pradesh,"Jodi
Dharmapura",NHAI,"14.987394,77.915283",14.987394,77.915283,,
567,345004,"Jogipur Toll
Plaza",Conc.,TOLL,NATIONAL,Madhya Pradesh,Biaora,"Dilip Buildcon
Limited","24.0875232,76.9848838",24.0875232,76.9848838,,
568,345034,Jognihai,Conc.,TOLL,NATIONAL,Madhya Pradesh,Rewa,"Vindhyachal
Expressway","24.5488779,81.4031647",24.5488779,81.4031647,,
569,345070,"Johariya Sheikh
Toll Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Sagar,NHAI,"23.797401,78.545475",23.797401,78.545475,,
570,10002,"Jojro Ka Kheda
Toll Plaza",Conc.,TOLL,NATIONAL,Rajasthan,Chittaurgarh,IRB,"25.082922,74.624379",25.082922,74.624379,,
571,520032,"Jorwara Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Jorwara,NHAI,"25.246369,81.2754626",25.246369,81.2754626,,
572,194001,Joya Toll Plaza,Conc.,TOLL,NATIONAL,Uttar Pradesh,Amroha,IRB,"28.836176,78.420749",28.836176,78.420749,,
573,545048,"Julwaniya Toll
Plaza",DBFOT,TOLL,STATE,Madhya Pradesh,Julwaniya,VKS Shukla,"21.856536,75.221664",21.856536,75.221664,,
574,345044,Jungawani,PF,TOLL,NATIONAL,Madhya Pradesh,Chhindwara,NHAI,"22.377885,79.151005",22.377885,79.151005,,
575,356025,"K N Huindy TOLL
PLAZA",PF,TOLL,NATIONAL,Karnataka,Ramanagara,NHAI,"12.9194122,77.4686378",12.9194122,77.4686378,,
576,556023,Kabbur plaza,Conc,TOLL,STATE,Karnataka,Chikodi,"Vinay Lad
Enterprises","16.359437,74.701976",16.359437,74.701976,,
577,345072,"Kachnaria TOLL
PLAZA",PF,TOLL,NATIONAL,Madhya Pradesh,Rajgarh,NHAI,"23.863596,76.92223",23.863596,76.92223,,
578,120002,"Kadabhalli
(Kirasave) Toll Pl",Conc.,TOLL,NATIONAL,Karnataka,Mandya,L&T,"12.958304,76.623563",12.958304,76.623563,,
579,536086,"Kadaligarh Toll
Plaza",Conc.,TOLL,NATIONAL,Odisha,Sambalpur,"MD
Karimunnisa","20.958433,84.313559",20.958433,84.313559,,
580,556001,"Kadathanamale
Toll Plaza",Conc.,TOLL,STATE,Karnataka,Bangalore,"YELAHANKA AP
BORDER","13.2123515,77.5535138",13.2123515,77.5535138,,
581,330030,"Kadisahena Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Gulabpura,NHAI,"25.634583,15.002951",25.634583,75.002951,,
582,350005,"Kadthal Toll
Plaza",PF,TOLL,NATIONAL,Telangana,Kadthal,NHAI,"16.970404, 78.507550",16.970404,78.50755,,
583,318006,"Kaichachkoot
Toll Plaza",PF,TOLL,NATIONAL,Jammu & Kashmir,Pulwama,NHAI,"33.874607,75.043232",33.874607,75.043232,,
584,330087,"Kair Fakir Ki
Dhani toll plaza",PF,TOLL,NATIONAL,Rajasthan,Jaisalmer,QualiX,"26.6307103,71.2056009",26.6307103,71.2056009,,
585,320130,Kaithi plaza,PF,TOLL,NATIONAL,Uttar Pradesh,Varanasi,NHAI,"25.494937, 83.147623",25.494937,83.147623,,
586,556063,Kakrahi Km 280,Conc.,TOLL,STATE,Uttar Pradesh,Etawah,UPEIDA,"26.7938,79.3264",26.7938,79.3264,,
587,314036,Kala Tibba Toll Plaza,PF.,TOLL,NATIONAL,Punjab,Abohar,NHAI,"30.104916776669047,74.26
080263456376",30.10491678,74.26,,not Found
588,314017,"Kalajhar Toll
Plaza",PF,TOLL,NATIONAL,Punjab,Channo,NHAI,"30.2660156,76.1468553",30.2660156,76.1468553,,
589,352027,"Kalaparru Toll
Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,"West
Godavari",NHAI,"16.676408,81.022129",16.676408,81.022129,,
590,370026,"Kalapathar Toll
Plaza",PF,TOLL,NATIONAL,West Bengal,Kalapathar,NHAI,"23.217840,86.936479",23.21784,86.936479,,
591,356012,Kalghatgi,Conc.,TOLL,NATIONAL,Karnataka,Dharwad,"Nandi Highway
Developers","15.396148,75.004123",15.396148,75.004123,,
592,312069,"Kalinger Fee
Plaza",PF,TOLL,NATIONAL,Haryana,Nuh,NHAI,"28.023657, 77.113060",28.023657,77.11306,,
593,360062,"Kallakudi Toll
plaza",Conc.,TOLL,NATIONAL,Tamil Nadu,Kallakudi,"KNR Srirangam
Infra Pvt Ltd","10.996960, 78.967090",10.99696,78.96709,,
594,540507,"KALMORA Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Jhabua,NHAI,"23.225745, 75.034617",23.225745,75.034617,,
595,545101,Kalyanpura Toll Plaza,Conc,TOLL,STATE,Madhya Pradesh,Sironj,"Bansal
Pathways Guna Sironj","24.127005,77.650435",24.127005,77.650435,,
596,350100,Kamkole,Conc.,TOLL,NATIONAL,Telangana,Bidar,"M/s Deccan
Tollways Ltd","17.6457252,77.8198176",17.6457252,77.8198176,,
597,24002,"KAMPTEE
KANHAN",Conc.,TOLL,NATIONAL,Maharashtra,Nagpur,NHAI,"21.244457,79.2490091",21.244457,79.2490091,,
598,556020,"Kamthana Toll
Plaza",PF,TOLL,STATE,Karnataka,Bidar,JKL Stone,"17.845891,77.448414",17.845891,77.448414,,
599,545055,Kanad,Conc.,TOLL,STATE,Madhya Pradesh,Agar,"Sarangpur Agar
Road","23.67727778,76.13361111",23.67727778,76.13361111,,
600,556028,"Kanakapura
Road (P3) Plaza",Conc,TOLL,STATE,Karnataka,Bengaluru,"Nandi Economic
Corridor","12.857833,77.527583",12.857833,77.527583,,
601,356104,Kananakatte,Conc.,TOLL,NATIONAL,Karnataka,Davangere,"Hampi
Expressways","14.5381,76.4269",14.5381,76.4269,,
602,375030,"Kandra Toll
Plaza",PF,TOLL,NATIONAL,Odisha,Kandra,"Montecarlo
Singhara","22.052105, 85.494152",22.052105,85.494152,,
603,356111,"Kaniminike Toll
Plaza",PF,TOLL,NATIONAL,Karnataka,Bengaluru,"DBL Bangalore
Nidagatta Hwy","12.859600, 77.431110",12.8596,77.43111,,
604,356028,"Kannegala TOLL
PLAZA",PF,TOLL,NATIONAL,Karnataka,Malavalli,NHAI,"11.981411,76.996146",11.981411,76.996146,,
605,356026,"Kannole TOLL
PLAZA",PF,TOLL,NATIONAL,Karnataka,Gulbarga,NHAI,"17.3970044,76.7064433",17.3970044,76.7064433,,
606,536024,"Kansari Toll
Plaza",BOT,TOLL,STATE,Gujarat,Deesa,"Ranjit Toll Road
Pvt Ltd","24.314930, 72.146200",24.31493,72.1462,,
607,375018,Kantaghar,PF,TOLL,NATIONAL,Odisha,Keonjhar,"SAI MAATARINI
TOLLWAYS","21.5082779,85.8260561",21.5082779,85.8260561,,
608,360037,Kappalur,PF,TOLL,NATIONAL,Tamil Nadu,Madurai,"Raima Toll
Road(MEP)","9.844294,78.011209",9.844294,78.011209,,
609,536054,"Karahal Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Goras,"R.M.N Tollways
Pvt. Ltd.","25.503944,77.073194",25.503944,77.073194,,
610,314040,"Karahewala Toll
Plaza",PF,TOLL,NATIONAL,Punjab,Moga,Rajram Godara,"31.053694, 75.049833",31.053694,75.049833,,
611,556062,Karampur Km,Conc.,TOLL,STATE,Uttar Pradesh,Auraiya,UPEIDA,"26.5005,79.4349",26.5005,79.4349,,
612,540039,"Karanja Lad Toll
Plaza",PF,TOLL,STATE,Maharashtra,Washim,NMSCEL,"20.515650, 77.459831",20.51565,77.459831,,
613,25001,"Karanja Toll
Plaza",Conc.,TOLL,NATIONAL,Maharashtra,Wardha,NHAI,"21.157585,78.388033",21.157585,78.388033,,
614,63101,"Karapadu Toll
Plaza",TOT,TOLL,NATIONAL,Andhra Pradesh,Icchapuram,NHAI,"19.111282,84.699281",19.111282,84.699281,,
615,340008,"Kardha Toll
Plaza",Conc.,TOLL,NATIONAL,Maharashtra,Bhandara,"Abhijeet Ashoka
Infrastructure","21.1393821,79.6750986",21.1393821,79.6750986,,
616,570047,Karel Toll Plaza,PF,TOLL,NATIONAL,Rajasthan,Udaipur,NHAI,"24.212800, 73.352400",24.2128,73.3524,,
617,340062,Karigawan fee,PF,TOLL,NATIONAL,Bihar,Rajauli,NHAI,"24.688738, 85.507067",24.688738,85.507067,,
618,556035,"Karikatti Toll
Plaza",Conc.,TOLL,STATE,Karnataka,Soundatti,"JYOTHI PRAKSH
KM","15.738306, 75.063639",15.738306,75.063639,,
619,17001,"Karjeevanhally
Toll Plaza",Conc.,TOLL,NATIONAL,Karnataka,Tumkur,IRB,"13.612918,76.953866",13.612918,76.953866,,
620,312049,"Karman Toll
Plaza",DBFOT,TOLL,NATIONAL,Haryana,Palwal,"DA Toll Road
Pvt Ltd","27.855460, 77.402640",27.85546,77.40264,,
621,340039,Karodi Toll Plaza,PF.,TOLL,NATIONAL,Maharashtra,Aurangabad,NHAI,"19.8902365,75.1981289",19.8902365,75.1981289,,
622,356010,Karwar,Conc.,TOLL,NATIONAL,Karnataka,Hubli,"Nandi Highway
Developers","15.4461808,75.0125785",15.4461808,75.0125785,,
623,570010,Kasari Toll Plaza,Conc.,TOLL,STATE,Rajasthan,Nagaur,RIDCOR Ltd,"27.023008, 74.811117",27.023008,74.811117,,
624,352025,"Kasepalli Toll
Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,"Anantapura
m","MEP Infra
Projects","15.061754,77.630328",15.061754,77.630328,,
625,320112,"Kashi Plaza DME
KM 5823",PF,TOLL,NATIONAL,Uttar Pradesh,Meerut,NHAI,"28.896616,77.645370",28.896616,77.64537,,
626,545083,"Katangi Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Jabalpur,"Damoh Jabalpur
Toll Roads","23.490873, 79.825938",23.490873,79.825938,,
627,336019,"Kathpur Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,Sabarkatha,NHAI,"23.410181,72.828618",23.410181,72.828618,,
628,330123,"Kathuwas Toll
Plaza",PF.,TOLL,NATIONAL,Rajasthan,"Alwar
(Behror)",NHAI,"28.1416420, 76.3604420",28.141642,76.360442,,
629,345012,"Katni Bypass
Road Ltd-Entry",BOT,TOLL,NATIONAL,Madhya Pradesh,Katni,"Ashoka
Concessions","23.888946,80.384704",23.888946,80.384704,,
630,345013,"Katni Bypass
Road Ltd-Exit",BOT,TOLL,NATIONAL,Madhya Pradesh,Katni,"Ashoka
Concessions","23.768876,80.334978",23.768876,80.334978,,
631,320063,"Katoghan Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Fatehpur,"M/s Bholanath
Rajpati Shukla","25.749487,81.170481",25.749487,81.170481,,
632,540017,"Katol Road Toll
Plaza",Conc.,TOLL,STATE,Maharashtra,Nagpur,"GHAI
Construction","21.1843609,79.0319083",21.1843609,79.0319083,,
633,546027,Kaytha,PF,TOLL,STATE,Madhya Pradesh,Ujjain,MPRDC Ujjain,"23.229287, 76.040933",23.229287,76.040933,,
634,49001,"Kaza Toll Plaza
Mangalgiri",Conc.,TOLL,NATIONAL,Andhra Pradesh,Guntur,IJM,"16.3856,80.53367",16.3856,80.53367,,
635,550008,Keesara,PF,TOLL,STATE,Telangana,Hyderabad,IRB,"17.310012, 78.385202",17.310012,78.385202,,
636,48004,"Keesara Plaza
(NH-65)",Conc.,TOLL,NATIONAL,Andhra Pradesh,Vijaywada,"SWARNA
TOLLWAY","16.718077,80.324314",16.718077,80.324314,,
637,360058,"Keezhkuppam
Toll Plaza",PF.,TOLL,NATIONAL,Tamil Nadu,Kallakurichi,NHAI,"12.3823,78.8982",12.3823,78.8982,,
638,570054,Kekri Toll Plaza,PF,TOLL,STATE,Rajasthan,Jaipur,RSRDC,"12.3823,78.8982",25.93807,75.14053,,
639,570017,"Kelankot Toll
Plaza",Conc.,TOLL,STATE,Rajasthan,Barmer,RIDCOR Ltd,"26.108914, 72.376761",26.108914,72.376761,,
640,340023,Kelapur,PF,TOLL,NATIONAL,Maharashtra,Yavatmal,NHAI,"20.019318,78.540218",20.019318,78.540218,,
641,340025,Kelwad,PF,TOLL,NATIONAL,Maharashtra,Nagpur,NHAI,"21.471620,78.872554",21.47162,78.872554,,
642,330093,Khachrol,PF,TOLL,NATIONAL,Rajasthan,Bhilwara,NHAI,"25.22635,75.0488993",25.22635,75.0488993,,
643,345048,"Khadda Toll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Rewa,NHAI,"24.522264,81.365223",24.522264,81.365223,,
644,540025,"Khadka Toll
plaza",Conc.,TOLL,STATE,Maharashtra,"Khadka
village","Keti Sangam
Infrastructure","19.555563,74.982173",19.555563,74.982173,,
645,380029,"Khaikhat Toll
Plaza",PF,TOLL,NATIONAL,Bihar,Kishangarh,NHAI,"26.318939,87.902600",26.318939,87.9026,,
646,197001,"Khairabad Toll
Plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Sitapur,"Lucknow
Sitapur","27.558744,80.661034",27.558744,80.661034,,
647,540003,"Khalapur Toll
Plaza",Conc.,TOLL,STATE,Maharashtra,Khalapur,IRB,"18.801047, 73.285379",18.801047,73.285379,,
648,27001,"Khalghat Toll
Plaza",Conc.,TOLL,NATIONAL,Madhya Pradesh,Dhar,NHAI,"22.173782,75.456797",22.173782,75.456797,,
649,312068,"Khalilpur Fee
Plaza",PF,TOLL,NATIONAL,Haryana,Palwal,NHAI,"28.158576, 77.152090",28.158576,77.15209,,
650,312074,"Khalilpur Toll
Plaza",BOT,TOLL,STATE,Haryana,Mewat,PATH India Ltd,"28.157553, 77.152888",28.157553,77.152888,,
651,375020,"Khamara  Toll
Plaza",PF,TOLL,NATIONAL,Odisha,Khamar,NHAI,"21.2499640,85.1930650",21.249964,85.193065,,
652,345043,"Khambara Toll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Betul,Oriental,"21.6937297,78.3900797",21.6937297,78.3900797,,
653,10006,"Khandi Obri Toll
Plaza",Conc.,TOLL,NATIONAL,Rajasthan,Udaipur,IRB,"23.993636,73.627895",23.993636,73.627895,,
654,40001,"Khaniwade Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Palghar,IRB,"19.519667,72.916898",19.519667,72.916898,,
655,556057,Khanna Km 86,Conc.,TOLL,STATE,Uttar Pradesh,Mahoba,UPEIDA,"25.5766,80.0633",25.5766,80.0633,,
656,215002,"Khanna Toll
Plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Hamirpur,"PNC Kanpur
Highways Ltd.","25.543293,80.060095",25.543293,80.060095,,
657,330089,"Khanori Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Jodhpur,NHAI,"26.5788130,72.3263720",26.578813,72.326372,,
658,570024,Khanpur Toll,Conc.,TOLL,STATE,Rajasthan,Jhalawar,RIDCOR Ltd,"24.657272, 76.315022",24.657272,76.315022,,
659,330016,Khara Toll Plaza,BOT,TOLL,NATIONAL,Rajasthan,Bikaner,MoRTH,"28.2330309,73.3902644",28.2330309,73.3902644,,
660,340034,Kharbi Toll Plaza,PF,TOLL,NATIONAL,Maharashtra,Bramhapuri,NHAI,"20.606111,79.823611",20.606111,79.823611,,
661,380020,Kharik,PF,TOLL,NATIONAL,Bihar,Bhagalpur,NHAI,"25.385796,87.01154",25.385796,87.01154,,
662,312059,"Kharkhara Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Kharkhara,NHAI,"28.926778, 76.376000",28.926778,76.376,,
663,312037,Kharkhoda,Conc.,TOLL,STATE,Haryana,Kharkhoda,Skylark world,"28.858488,76.946385",28.858488,76.946385,,
664,312031,"Khatkar Toll
plaza",PF,TOLL,NATIONAL,Haryana,Narwana,NHAI,"29.3945179,76.2525359",29.3945179,76.2525359,,
665,345073,"Khawasa Toll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Khawasa,NHAI,"21.703044,79.433797",21.703044,79.433797,,
666,2011,Kheda,Conc.,TOLL,NATIONAL,Gujarat,Kheda,IRB,"22.715938,72.740905",22.715938,72.740905,,
667,330008,Khedi,Conc.,TOLL,NATIONAL,Rajasthan,Gulabpura,IRB,"26.1029659,74.6849376",26.1029659,74.6849376,,
668,61002,"Khed-Shivapur
Toll Plaza",Conc.,TOLL,NATIONAL,Maharashtra,Pune,Reliance,"18.3313849,73.8525197",18.3313849,73.8525197,,
669,330021,"Kheerwa Toll
Plaza",Conc.,TOLL,NATIONAL,Rajasthan,Bikaner,Ircon PBTL,"27.2833780,72.323165",27.283378,72.323165,,
670,336005,"KHEMANA TOLL
PLAZA",PF,TOLL,NATIONAL,Gujarat,"Banaskanth
a",NHAI,"24.241335,72.462709",24.241335,72.462709,,
671,312060,"Kherari Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Kherari,NHAI,"28.826478, 76.348169",28.826478,76.348169,,
672,312053,"Kheri Sharaf Ali
Toll Plaza",PF,TOLL,NATIONAL,Haryana,"Kheri Sharaf
Ali",NHAI,"29.552076, 76.534499",29.552076,76.534499,,
673,545007,Kherkheda,Conc.,TOLL,STATE,Madhya Pradesh,Ujjain,"DBL Sitamau-
Suwasra","24.01664,75.393569",24.01664,75.393569,,
674,7001,"Kherki Daula
Toll Plaza",Conc.,TOLL,NATIONAL,Haryana,Gurgaon,"Millinieum City
Expressway","28.395604,76.98176",28.395604,76.98176,,
675,345069,"Kherwasani
TOLL PLAZA",PF,TOLL,NATIONAL,Madhya Pradesh,Katni,NHAI,"24.1222993,80.5994996",24.1222993,80.5994996,,
676,375028,"Khireitangiri Toll
Plaza",PF,TOLL,NATIONAL,Odisha,Khireitangiri,"Montecarlo
Singhara","21.705647,85.697266",21.705647,85.697266,,
677,345082,Khiriya Fee Plaza,PF,TOLL,NATIONAL,Madhya Pradesh,Raisen,"M/s Vanshika
Construction","23.087748, 78.486994",23.087748,78.486994,,
678,545046,"Khiriya Naka Toll
Plaza",DBFOT,TOLL,STATE,Madhya Pradesh,Tikamgarh,"SVT
INFRASTRUCTU","24.642486,78.764694",24.642486,78.764694,,
679,546017,"Khudiyala Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Jodhpur,M/s Ashirwad,"26.787956,72.820181",26.787956,72.820181,,
680,312018,Khuian Malkna,PF,TOLL,NATIONAL,Haryana,Sirsa,NHAI,"29.880700, 74.793858",29.8807,74.793858,,
681,340066,"Khuian Sarvar
Plaza",PF,TOLL,NATIONAL,Punjab,Fazilka,"R.K. Jain Infra
Projects","30.089223, 74.027322",30.089223,74.027322,,
