ReadDateTime,merchantId,PV,FV,Total
2023-10-31,19002,536019,136116,672135
2023-11-30,19002,510273,112432,622705
2023-12-31,19002,591992,132069,724061
2024-01-31,19002,637737,125865,763602
2024-02-29,19002,494095,142642,636737
2024-03-31,19002,511588,147833,659421
2024-04-30,19002,524345,124713,649058
2024-05-31,19002,647739,127187,774926
2023-05-31,24004,3,3,6
2023-06-30,24004,201959,176275,378234
2023-07-31,24004,174159,173519,347678
2023-08-31,24004,180200,181281,361481
2023-09-30,24004,160788,166829,327617
2023-10-31,24004,184147,186396,370543
2023-11-30,24004,206488,165500,371988
2023-12-31,24004,228411,185027,413438
2024-01-31,24004,203415,177430,380845
2024-02-29,24004,209132,193973,403105
2024-03-31,24004,206616,206419,413035
2024-04-30,24004,214218,199018,413236
2024-05-31,24004,234151,219813,453964
2023-05-31,24002,1,5,6
2023-06-30,24002,61992,148658,210650
2023-07-31,24002,52617,150414,203031
2023-08-31,24002,52363,157570,209933
2023-09-30,24002,45481,147138,192619
2023-10-31,24002,54945,166135,221080
2023-11-30,24002,69665,146678,216343
2023-12-31,24002,74703,167428,242131
2024-01-31,24002,63432,157574,221006
2024-02-29,24002,63780,172980,236760
2024-03-31,24002,65787,186520,252307
2024-04-30,24002,73074,177267,250341
2024-05-31,24002,77844,190127,267971
2023-05-31,550012,84,20,104
2023-06-30,550012,150791,19043,169834
2023-07-31,550012,147063,18276,165339
2023-08-31,550012,161064,19763,180827
2023-09-30,550012,142043,17435,159478
2023-10-31,550012,149106,19479,168585
2023-11-30,550012,154901,18797,173698
2023-12-31,550012,173277,19698,192975
2024-01-31,550012,151965,17664,169629
2024-02-29,550012,157457,18686,176143
2024-03-31,550012,158721,21725,180446
2024-04-30,550012,159261,20157,179418
2024-05-31,550012,157247,20147,177394
2023-06-30,545084,4434,4,4438
2023-07-31,545084,3289,0,3289
2023-08-31,545084,3061,1,3062
2023-09-30,545084,3165,3,3168
2023-10-31,545084,3646,1,3647
2023-11-30,545084,5198,4,5202
2023-12-31,545084,1389,0,1389
2024-01-31,545084,3676,3,3679
2024-02-29,545084,4364,4,4368
2024-03-31,545084,3676,18,3694
2024-04-30,545084,6630,12,6642
2024-05-31,545084,3284,7,3291
2023-05-31,556016,4,0,4
2023-06-30,556016,74528,33258,107786
2023-07-31,556016,69024,26553,95577
2023-08-31,556016,68065,26928,94993
2023-09-30,556016,61625,21904,83529
2023-10-31,556016,74928,24536,99464
2023-11-30,556016,72520,27696,100216
2023-12-31,556016,85465,30604,116069
2024-01-31,556016,78361,25445,103806
2024-02-29,556016,77803,24316,102119
2024-03-31,556016,75985,27649,103634
2024-04-30,556016,83906,26525,110431
2024-05-31,556016,88002,29018,117020
2023-06-30,545108,20440,95898,116338
2023-07-31,545108,18203,94803,113006
2023-08-31,545108,18848,81851,100699
2023-09-30,545108,16272,58552,74824
2023-10-31,545108,18330,76864,95194
2023-11-30,545108,18580,84205,102785
2023-12-31,545108,21809,79626,101435
2024-01-31,545108,19366,81802,101168
2024-02-29,545108,18664,110345,129009
2024-03-31,545108,17562,110860,128422
2024-04-30,545108,18009,86482,104491
2024-05-31,545108,19807,112372,132179
2023-05-31,545032,0,1,1
2023-06-30,545032,11273,55722,66995
2023-07-31,545032,10145,47567,57712
2023-08-31,545032,9256,40688,49944
2023-09-30,545032,8888,44129,53017
2023-10-31,545032,9727,52472,62199
2023-11-30,545032,8794,42966,51760
2023-12-31,545032,10257,52029,62286
2024-01-31,545032,11201,51060,62261
2024-02-29,545032,11245,56066,67311
2024-03-31,545032,10257,53066,63323
2024-04-30,545032,11121,50466,61587
2024-05-31,545032,10087,54273,64360
2023-05-31,560015,15,9,24
2023-06-30,560015,465811,123627,589438
2023-07-31,560015,474989,137039,612028
2023-08-31,560015,488708,137305,626013
2023-09-30,560015,434449,121060,555509
2023-10-31,560015,457433,129450,586883
2023-11-30,560015,453371,116071,569442
2023-12-31,560015,435983,121611,557594
2024-01-31,560015,498605,122139,620744
2024-02-29,560015,483893,139755,623648
2024-03-31,560015,474216,150552,624768
2024-04-30,560015,452546,133072,585618
2024-05-31,560015,502779,136537,639316
2023-05-31,545025,1,0,1
2023-06-30,545025,134320,106452,240772
2023-07-31,545025,140566,106206,246772
2023-08-31,545025,145813,110428,256241
2023-09-30,545025,121183,100154,221337
2023-10-31,545025,102974,113307,216281
2023-11-30,545025,117758,93108,210866
2023-12-31,545025,143047,102982,246029
2024-01-31,545025,136276,101215,237491
2024-02-29,545025,129982,110939,240921
2024-03-31,545025,131484,117687,249171
2024-04-30,545025,123047,102749,225796
2024-05-31,545025,133690,102882,236572
2023-06-30,545029,22224,4267,26491
2023-07-31,545029,20256,3616,23872
2023-08-31,545029,21397,4030,25427
2023-09-30,545029,19581,3623,23204
2023-10-31,545029,23445,4951,28396
2023-11-30,545029,21512,4867,26379
2023-12-31,545029,23781,5232,29013
2024-01-31,545029,22789,5261,28050
2024-02-29,545029,24112,5685,29797
2024-03-31,545029,22273,5654,27927
2024-04-30,545029,23320,5026,28346
2024-05-31,545029,23859,5072,28931
2023-05-31,545030,0,1,1
2023-06-30,545030,18865,12899,31764
2023-07-31,545030,17786,11154,28940
2023-08-31,545030,17630,12796,30426
2023-09-30,545030,16106,9765,25871
2023-10-31,545030,23321,13980,37301
2023-11-30,545030,18516,11910,30426
2023-12-31,545030,20575,15656,36231
2024-01-31,545030,18237,13858,32095
2024-02-29,545030,17724,14867,32591
2024-03-31,545030,16933,14559,31492
2024-04-30,545030,17675,13578,31253
2024-05-31,545030,18664,13466,32130
2023-06-30,545031,15406,2370,17776
2023-07-31,545031,15198,2170,17368
2023-08-31,545031,37349,2339,39688
2023-09-30,545031,11697,1992,13689
2023-10-31,545031,12288,2379,14667
2023-11-30,545031,14844,2139,16983
2023-12-31,545031,15982,2162,18144
2024-01-31,545031,15773,2489,18262
2024-02-29,545031,17608,2884,20492
2024-03-31,545031,33329,2685,36014
2024-04-30,545031,12735,2035,14770
2024-05-31,545031,16318,2081,18399
2023-05-31,545026,1,1,2
2023-06-30,545026,94001,97755,191756
2023-07-31,545026,91498,98635,190133
2023-08-31,545026,97842,103077,200919
2023-09-30,545026,82067,96185,178252
2023-10-31,545026,86177,108960,195137
2023-11-30,545026,95332,90592,185924
2023-12-31,545026,110146,106393,216539
2024-01-31,545026,100768,97203,197971
2024-02-29,545026,107603,103304,210907
2024-03-31,545026,100324,116824,217148
2024-04-30,545026,102801,103691,206492
2024-05-31,545026,106447,104945,211392
2023-05-31,545027,2,3,5
2023-06-30,545027,106418,104407,210825
2023-07-31,545027,102608,103597,206205
2023-08-31,545027,109789,107216,217005
2023-09-30,545027,90792,99603,190395
2023-10-31,545027,93928,112839,206767
2023-11-30,545027,102870,92265,195135
2023-12-31,545027,118731,105409,224140
2024-01-31,545027,110172,101126,211298
2024-02-29,545027,118861,106897,225758
2024-03-31,545027,110948,120762,231710
2024-04-30,545027,112454,106738,219192
2024-05-31,545027,117091,107180,224271
2023-05-31,545028,1,0,1
2023-06-30,545028,67830,6634,74464
2023-07-31,545028,59594,5791,65385
2023-08-31,545028,79492,5819,85311
2023-09-30,545028,52846,5273,58119
2023-10-31,545028,55037,6664,61701
2023-11-30,545028,59656,6576,66232
2023-12-31,545028,66454,9028,75482
2024-01-31,545028,62345,8200,70545
2024-02-29,545028,65544,6972,72516
2024-03-31,545028,75586,7146,82732
2024-04-30,545028,62098,6512,68610
2024-05-31,545028,68252,6912,75164
2023-05-31,545085,3,2,5
2023-06-30,545085,7692,6609,14301
2023-07-31,545085,6146,7798,13944
2023-08-31,545085,6034,5972,12006
2023-09-30,545085,5336,5239,10575
2023-10-31,545085,6341,4725,11066
2023-11-30,545085,6483,4433,10916
2023-12-31,545085,7746,5339,13085
2024-01-31,545085,6648,5882,12530
2024-02-29,545085,9460,5825,15285
2024-03-31,545085,8366,5571,13937
2024-04-30,545085,9002,4891,13893
2024-05-31,545085,6829,5391,12220
2023-05-31,550009,84,34,118
2023-06-30,550009,225600,47218,272818
2023-07-31,550009,206902,41714,248616
2023-08-31,550009,234625,42973,277598
2023-09-30,550009,210291,38464,248755
2023-10-31,550009,222153,44462,266615
2023-11-30,550009,223627,44189,267816
2023-12-31,550009,251101,49590,300691
2024-01-31,550009,231028,46783,277811
2024-02-29,550009,237126,49181,286307
2024-03-31,550009,249973,55775,305748
2024-04-30,550009,255209,53672,308881
2024-05-31,550009,272202,56630,328832
2023-05-31,550006,77,57,134
2023-06-30,550006,209144,109690,318834
2023-07-31,550006,207961,108949,316910
2023-08-31,550006,226357,115671,342028
2023-09-30,550006,199574,105904,305478
2023-10-31,550006,213958,118349,332307
2023-11-30,550006,217943,106545,324488
2023-12-31,550006,245927,113508,359435
2024-01-31,550006,217336,104040,321376
2024-02-29,550006,227668,114302,341970
2024-03-31,550006,233222,124238,357460
2024-04-30,550006,228585,113359,341944
2024-05-31,550006,235572,119140,354712
2023-05-31,550008,28,8,36
2023-06-30,550008,90565,15868,106433
2023-07-31,550008,88743,15746,104489
2023-08-31,550008,96054,16603,112657
2023-09-30,550008,84625,14093,98718
2023-10-31,550008,91141,16184,107325
2023-11-30,550008,97345,15331,112676
2023-12-31,550008,106607,16163,122770
2024-01-31,550008,94867,15550,110417
2024-02-29,550008,99220,16559,115779
2024-03-31,550008,103259,18060,121319
2024-04-30,550008,101346,16316,117662
2024-05-31,550008,101932,18055,119987
2023-05-31,550007,63,29,92
2023-06-30,550007,191834,31426,223260
2023-07-31,550007,178137,28519,206656
2023-08-31,550007,204365,33393,237758
2023-09-30,550007,181541,28398,209939
2023-10-31,550007,198776,33769,232545
2023-11-30,550007,202583,30962,233545
2023-12-31,550007,223098,35753,258851
2024-01-31,550007,204655,35168,239823
2024-02-29,550007,216540,35467,252007
2024-03-31,550007,216405,37147,253552
2024-04-30,550007,213394,33867,247261
2024-05-31,550007,210566,34130,244696
2023-05-31,550010,22,2,24
2023-06-30,550010,44858,7884,52742
2023-07-31,550010,42659,6462,49121
2023-08-31,550010,48046,7723,55769
2023-09-30,550010,40493,6670,47163
2023-10-31,550010,44092,8370,52462
2023-11-30,550010,45178,7768,52946
2023-12-31,550010,50944,8209,59153
2024-01-31,550010,46331,7495,53826
2024-02-29,550010,47270,7526,54796
2024-03-31,550010,48338,7483,55821
2024-04-30,550010,47281,6773,54054
2024-05-31,550010,47169,8019,55188
2023-05-31,550011,149,63,212
2023-06-30,550011,276835,109984,386819
2023-07-31,550011,247914,105135,353049
2023-08-31,550011,288410,110318,398728
2023-09-30,550011,247665,96773,344438
2023-10-31,550011,273381,111414,384795
2023-11-30,550011,257274,103212,360486
2023-12-31,550011,291960,114174,406134
2024-01-31,550011,297779,107587,405366
2024-02-29,550011,270567,117091,387658
2024-03-31,550011,289682,127540,417222
2024-04-30,550011,293469,114820,408289
2024-05-31,550011,311900,118372,430272
2023-05-31,550005,63,11,74
2023-06-30,550005,206977,45787,252764
2023-07-31,550005,195703,42000,237703
2023-08-31,550005,216925,45752,262677
2023-09-30,550005,194899,39843,234742
2023-10-31,550005,202216,45706,247922
2023-11-30,550005,180159,40882,221041
2023-12-31,550005,192117,43746,235863
2024-01-31,550005,175575,41452,217027
2024-02-29,550005,184878,44511,229389
2024-03-31,550005,190446,48268,238714
2024-04-30,550005,189428,44769,234197
2024-05-31,550005,193571,45517,239088
2023-05-31,556013,0,2,2
2023-06-30,556013,8739,1383,10122
2023-07-31,556013,8912,1025,9937
2023-08-31,556013,9603,1260,10863
2023-09-30,556013,9257,1189,10446
2023-10-31,556013,9719,1179,10898
2023-11-30,556013,8442,1149,9591
2023-12-31,556013,10265,1361,11626
2024-01-31,556013,9507,1537,11044
2024-02-29,556013,9560,1550,11110
2024-03-31,556013,9989,1548,11537
2024-04-30,556013,9577,1268,10845
2024-05-31,556013,8563,1269,9832
2023-05-31,556009,0,3,3
2023-06-30,556009,30907,15760,46667
2023-07-31,556009,33512,15639,49151
2023-08-31,556009,40549,17712,58261
2023-09-30,556009,34081,15522,49603
2023-10-31,556009,36597,17023,53620
2023-11-30,556009,39795,17385,57180
2023-12-31,556009,43633,18702,62335
2024-01-31,556009,40224,17667,57891
2024-02-29,556009,35501,18437,53938
2024-03-31,556009,37211,19632,56843
2024-04-30,556009,37320,16195,53515
2024-05-31,556009,45565,18229,63794
2023-05-31,556014,28,4,32
2023-06-30,556014,17721,3967,21688
2023-07-31,556014,16909,2230,19139
2023-08-31,556014,17957,2372,20329
2023-09-30,556014,15265,1946,17211
2023-10-31,556014,15454,2426,17880
2023-11-30,556014,16749,3963,20712
2023-12-31,556014,20044,5295,25339
2024-01-31,556014,10252,1966,12218
2024-02-29,556014,0,0,0
2024-03-31,556014,10670,2159,12829
2024-04-30,556014,21718,2906,24624
2024-05-31,556014,16526,2520,19046
2023-05-31,556007,0,2,2
2023-06-30,556007,48584,14992,63576
2023-07-31,556007,48002,14234,62236
2023-08-31,556007,51151,15335,66486
2023-09-30,556007,51472,13994,65466
2023-10-31,556007,53744,16396,70140
2023-11-30,556007,51390,17611,69001
2023-12-31,556007,56923,17703,74626
2024-01-31,556007,50267,15781,66048
2024-02-29,556007,47177,15783,62960
2024-03-31,556007,45114,15422,60536
2024-04-30,556007,51600,15316,66916
2024-05-31,556007,52667,14730,67397
2023-05-31,556008,55,34,89
2023-06-30,556008,15864,3711,19575
2023-07-31,556008,14732,4182,18914
2023-08-31,556008,18395,4408,22803
2023-09-30,556008,18128,4066,22194
2023-10-31,556008,20975,5167,26142
2023-11-30,556008,18843,5006,23849
2023-12-31,556008,19102,5609,24711
2024-01-31,556008,17220,5499,22719
2024-02-29,556008,17057,5165,22222
2024-03-31,556008,17305,5100,22405
2024-04-30,556008,16834,4299,21133
2024-05-31,556008,16664,4611,21275
2023-05-31,556012,23,11,34
2023-06-30,556012,16552,3842,20394
2023-07-31,556012,16884,3286,20170
2023-08-31,556012,17618,3707,21325
2023-09-30,556012,16383,3214,19597
2023-10-31,556012,19550,4443,23993
2023-11-30,556012,19250,4766,24016
2023-12-31,556012,21776,5071,26847
2024-01-31,556012,19993,5236,25229
2024-02-29,556012,22351,5785,28136
2024-03-31,556012,20767,5125,25892
2024-04-30,556012,22587,3698,26285
2024-05-31,556012,20724,4002,24726
2023-05-31,556010,2,4,6
2023-06-30,556010,35678,15752,51430
2023-07-31,556010,36960,15246,52206
2023-08-31,556010,35724,16107,51831
2023-09-30,556010,35211,15013,50224
2023-10-31,556010,38096,17577,55673
2023-11-30,556010,38190,17872,56062
2023-12-31,556010,39646,17159,56805
2024-01-31,556010,35693,15543,51236
2024-02-29,556010,37902,17193,55095
2024-03-31,556010,38406,19439,57845
2024-04-30,556010,37973,17067,55040
2024-05-31,556010,40164,15828,55992
2023-05-31,545081,1,0,1
2023-06-30,545081,18965,5069,24034
2023-07-31,545081,13167,3691,16858
2023-08-31,545081,13966,3250,17216
2023-09-30,545081,13704,3338,17042
2023-10-31,545081,14565,4329,18894
2023-11-30,545081,14719,3721,18440
2023-12-31,545081,18050,4227,22277
2024-01-31,545081,16814,3868,20682
2024-02-29,545081,18486,4093,22579
2024-03-31,545081,20136,4605,24741
2024-04-30,545081,19895,4116,24011
2024-05-31,545081,18313,4375,22688
2023-05-31,545076,1,0,1
2023-06-30,545076,11253,11779,23032
2023-07-31,545076,9768,11903,21671
2023-08-31,545076,9222,9612,18834
2023-09-30,545076,7823,9195,17018
2023-10-31,545076,7335,11883,19218
2023-11-30,545076,6937,14387,21324
2023-12-31,545076,7247,12202,19449
2024-01-31,545076,7016,13025,20041
2024-02-29,545076,8088,13304,21392
2024-03-31,545076,8976,12933,21909
2024-04-30,545076,8824,10430,19254
2024-05-31,545076,8329,12513,20842
2023-05-31,545080,1,0,1
2023-06-30,545080,9461,5637,15098
2023-07-31,545080,7686,9051,16737
2023-08-31,545080,7223,5125,12348
2023-09-30,545080,6283,4695,10978
2023-10-31,545080,6806,5054,11860
2023-11-30,545080,7336,4250,11586
2023-12-31,545080,9364,4894,14258
2024-01-31,545080,8103,5315,13418
2024-02-29,545080,8728,5865,14593
2024-03-31,545080,9632,5341,14973
2024-04-30,545080,10017,4579,14596
2024-05-31,545080,9714,4236,13950
2023-05-31,545077,1,0,1
2023-06-30,545077,9017,4166,13183
2023-07-31,545077,4739,2408,7147
2023-08-31,545077,8828,3894,12722
2023-09-30,545077,7470,3390,10860
2023-10-31,545077,8448,4111,12559
2023-11-30,545077,8528,4105,12633
2023-12-31,545077,9290,4546,13836
2024-01-31,545077,8722,4462,13184
2024-02-29,545077,9442,4772,14214
2024-03-31,545077,9974,4933,14907
2024-04-30,545077,10077,4418,14495
2024-05-31,545077,10827,4685,15512
2023-05-31,545079,1,0,1
2023-06-30,545079,23657,1701,25358
2023-07-31,545079,19076,1251,20327
2023-08-31,545079,18343,1301,19644
2023-09-30,545079,18081,1005,19086
2023-10-31,545079,19329,1727,21056
2023-11-30,545079,19774,1586,21360
2023-12-31,545079,22481,1675,24156
2024-01-31,545079,20933,1207,22140
2024-02-29,545079,23497,1741,25238
2024-03-31,545079,21059,1293,22352
2024-04-30,545079,29243,2112,31355
2024-05-31,545079,21748,1800,23548
2023-05-31,545078,5,11,16
2023-06-30,545078,55857,29196,85053
2023-07-31,545078,53290,28521,81811
2023-08-31,545078,55870,30059,85929
2023-09-30,545078,45099,28217,73316
2023-10-31,545078,47912,36259,84171
2023-11-30,545078,54700,31596,86296
2023-12-31,545078,53527,32509,86036
2024-01-31,545078,45624,31929,77553
2024-02-29,545078,48945,35549,84494
2024-03-31,545078,48780,41533,90313
2024-04-30,545078,44895,36635,81530
2024-05-31,545078,46609,38104,84713
2023-05-31,545069,2,2,4
2023-06-30,545069,28694,28762,57456
2023-07-31,545069,25571,24966,50537
2023-08-31,545069,30717,24297,55014
2023-09-30,545069,26994,20205,47199
2023-10-31,545069,28099,24329,52428
2023-11-30,545069,26256,20887,47143
2023-12-31,545069,27510,19922,47432
2024-01-31,545069,20080,17738,37818
2024-02-29,545069,18315,23865,42180
2024-03-31,545069,17035,27948,44983
2024-04-30,545069,8830,9138,17968
2024-05-31,545069,7390,6422,13812
2023-05-31,556025,900,276,1176
2023-06-30,556025,409191,131594,540785
2023-07-31,556025,410851,134838,545689
2023-08-31,556025,423777,137543,561320
2023-09-30,556025,371263,120904,492167
2023-10-31,556025,432206,132756,564962
2023-11-30,556025,428619,124175,552794
2023-12-31,556025,452561,140036,592597
2024-01-31,556025,439202,130924,570126
2024-02-29,556025,428459,134792,563251
2024-03-31,556025,440236,144445,584681
2024-04-30,556025,431842,125938,557780
2024-05-31,556025,484216,131911,616127
2023-05-31,556029,546,36,582
2023-06-30,556029,78373,3860,82233
2023-07-31,556029,81608,4029,85637
2023-08-31,556029,83922,4253,88175
2023-09-30,556029,76674,3816,80490
2023-10-31,556029,84464,3768,88232
2023-11-30,556029,86420,3438,89858
2023-12-31,556029,91084,4131,95215
2024-01-31,556029,87357,3744,91101
2024-02-29,556029,88744,3729,92473
2024-03-31,556029,86182,4015,90197
2024-04-30,556029,86654,3423,90077
2024-05-31,556029,103094,3792,106886
2023-05-31,556026,635,150,785
2023-06-30,556026,331296,123432,454728
2023-07-31,556026,318568,124812,443380
2023-08-31,556026,328027,128848,456875
2023-09-30,556026,305191,114755,419946
2023-10-31,556026,344647,125015,469662
2023-11-30,556026,333038,115591,448629
2023-12-31,556026,367304,129371,496675
2024-01-31,556026,328056,124352,452408
2024-02-29,556026,328635,129705,458340
2024-03-31,556026,333117,138235,471352
2024-04-30,556026,333843,119041,452884
2024-05-31,556026,377063,125448,502511
2023-05-31,556023,5,8,13
2023-06-30,556023,48203,12643,60846
2023-07-31,556023,47605,11131,58736
2023-08-31,556023,48440,11002,59442
2023-09-30,556023,44359,9503,53862
2023-10-31,556023,51550,10864,62414
2023-11-30,556023,50284,9898,60182
2023-12-31,556023,51694,14592,66286
2024-01-31,556023,49219,13529,62748
2024-02-29,556023,52539,13571,66110
2024-03-31,556023,50257,14592,64849
2024-04-30,556023,52079,12831,64910
2024-05-31,556023,59973,13949,73922
2023-05-31,556027,954,92,1046
2023-06-30,556027,226690,21793,248483
2023-07-31,556027,219118,22075,241193
2023-08-31,556027,227069,23053,250122
2023-09-30,556027,202385,20752,223137
2023-10-31,556027,234696,22264,256960
2023-11-30,556027,238774,21465,260239
2023-12-31,556027,262927,24589,287516
2024-01-31,556027,244613,22877,267490
2024-02-29,556027,244299,23846,268145
2024-03-31,556027,245258,24593,269851
2024-04-30,556027,238891,21095,259986
2024-05-31,556027,281535,23950,305485
2023-05-31,556024,749,32,781
2023-06-30,556024,218578,11460,230038
2023-07-31,556024,218306,11664,229970
2023-08-31,556024,220900,12053,232953
2023-09-30,556024,194592,10582,205174
2023-10-31,556024,222183,11809,233992
2023-11-30,556024,228084,11518,239602
2023-12-31,556024,239408,12387,251795
2024-01-31,556024,229787,11535,241322
2024-02-29,556024,232664,12360,245024
2024-03-31,556024,231019,13051,244070
2024-04-30,556024,220587,11230,231817
2024-05-31,556024,261523,12136,273659
2023-05-31,556028,764,79,843
2023-06-30,556028,176884,14585,191469
2023-07-31,556028,180005,14840,194845
2023-08-31,556028,175328,14939,190267
2023-09-30,556028,154590,13144,167734
2023-10-31,556028,180141,13540,193681
2023-11-30,556028,172073,12509,184582
2023-12-31,556028,189889,14077,203966
2024-01-31,556028,173741,13541,187282
2024-02-29,556028,176148,14733,190881
2024-03-31,556028,181752,15489,197241
2024-04-30,556028,176062,13669,189731
2024-05-31,556028,197582,14249,211831
2023-06-30,545046,20844,2077,22921
2023-07-31,545046,14499,1427,15926
2023-08-31,545046,14663,1537,16200
2023-09-30,545046,12622,1295,13917
2023-10-31,545046,13501,2048,15549
2023-11-30,545046,14434,2231,16665
2023-12-31,545046,17095,2903,19998
2024-01-31,545046,16083,2914,18997
2024-02-29,545046,18611,3437,22048
2024-03-31,545046,17795,2648,20443
2024-04-30,545046,19648,2616,22264
2024-05-31,545046,16601,2743,19344
2023-05-31,545044,1,0,1
2023-06-30,545044,19809,6688,26497
2023-07-31,545044,16700,6620,23320
2023-08-31,545044,17973,6733,24706
2023-09-30,545044,14003,5751,19754
2023-10-31,545044,13711,7261,20972
2023-11-30,545044,14755,5630,20385
2023-12-31,545044,18983,6488,25471
2024-01-31,545044,18516,5186,23702
2024-02-29,545044,19495,5173,24668
2024-03-31,545044,19101,5531,24632
2024-04-30,545044,19708,5121,24829
2024-05-31,545044,20375,5549,25924
2023-05-31,545043,0,1,1
2023-06-30,545043,17188,2562,19750
2023-07-31,545043,13280,2326,15606
2023-08-31,545043,12398,2319,14717
2023-09-30,545043,11454,2236,13690
2023-10-31,545043,14613,3021,17634
2023-11-30,545043,13993,2974,16967
2023-12-31,545043,15003,3362,18365
2024-01-31,545043,15182,2707,17889
2024-02-29,545043,17087,3141,20228
2024-03-31,545043,18498,3354,21852
2024-04-30,545043,20007,3556,23563
2024-05-31,545043,16026,2984,19010
2023-05-31,545041,32,12,44
2023-06-30,545041,265758,228672,494430
2023-07-31,545041,238421,230990,469411
2023-08-31,545041,245446,237785,483231
2023-09-30,545041,210916,218933,429849
2023-10-31,545041,231532,243684,475216
2023-11-30,545041,244157,199331,443488
2023-12-31,545041,267822,221884,489706
2024-01-31,545041,242440,206886,449326
2024-02-29,545041,252321,229586,481907
2024-03-31,545041,249629,257950,507579
2024-04-30,545041,253031,239607,492638
2024-05-31,545041,252318,235156,487474
2023-05-31,545042,9,2,11
2023-06-30,545042,28246,4429,32675
2023-07-31,545042,21369,3717,25086
2023-08-31,545042,21214,3877,25091
2023-09-30,545042,18583,3648,22231
2023-10-31,545042,22766,4893,27659
2023-11-30,545042,21448,4539,25987
2023-12-31,545042,25178,5398,30576
2024-01-31,545042,23904,4483,28387
2024-02-29,545042,26431,4464,30895
2024-03-31,545042,25142,4019,29161
2024-04-30,545042,29208,5210,34418
2024-05-31,545042,25930,5759,31689
2023-05-31,545045,1,0,1
2023-06-30,545045,13057,1452,14509
2023-07-31,545045,9831,1488,11319
2023-08-31,545045,10938,2078,13016
2023-09-30,545045,8534,2785,11319
2023-10-31,545045,6945,1314,8259
2023-11-30,545045,7868,1051,8919
2023-12-31,545045,10079,1087,11166
2024-01-31,545045,11129,1027,12156
2024-02-29,545045,13427,1596,15023
2024-03-31,545045,12558,2018,14576
2024-04-30,545045,13138,2494,15632
2024-05-31,545045,14658,2582,17240
2023-05-31,545040,9,1,10
2023-06-30,545040,263069,40049,303118
2023-07-31,545040,253991,40251,294242
2023-08-31,545040,283699,43108,326807
2023-09-30,545040,217995,39367,257362
2023-10-31,545040,204077,43429,247506
2023-11-30,545040,220976,34100,255076
2023-12-31,545040,292467,38768,331235
2024-01-31,545040,271915,38199,310114
2024-02-29,545040,283290,42954,326244
2024-03-31,545040,270871,49371,320242
2024-04-30,545040,262230,43385,305615
2024-05-31,545040,293705,44282,337987
2023-05-31,545104,7,5,12
2023-06-30,545104,279681,137505,417186
2023-07-31,545104,259325,135062,394387
2023-08-31,545104,261282,131737,393019
2023-09-30,545104,243462,115287,358749
2023-10-31,545104,257190,144893,402083
2023-11-30,545104,245673,128682,374355
2023-12-31,545104,301940,151994,453934
2024-01-31,545104,287657,149228,436885
2024-02-29,545104,288344,147615,435959
2024-03-31,545104,279434,145729,425163
2024-04-30,545104,283129,161155,444284
2024-05-31,545104,295627,167271,462898
2023-05-31,545099,0,1,1
2023-06-30,545099,24585,12175,36760
2023-07-31,545099,19618,11520,31138
2023-08-31,545099,19690,11590,31280
2023-09-30,545099,18379,10587,28966
2023-10-31,545099,21921,12552,34473
2023-11-30,545099,19670,10236,29906
2023-12-31,545099,24507,12873,37380
2024-01-31,545099,20143,11435,31578
2024-02-29,545099,22533,12765,35298
2024-03-31,545099,23858,15826,39684
2024-04-30,545099,27598,14001,41599
2024-05-31,545099,24950,14671,39621
2023-06-30,545101,13674,3338,17012
2023-07-31,545101,10613,2908,13521
2023-08-31,545101,11643,2601,14244
2023-09-30,545101,9319,2472,11791
2023-10-31,545101,10412,3394,13806
2023-11-30,545101,9865,2705,12570
2023-12-31,545101,12252,3625,15877
2024-01-31,545101,11608,3229,14837
2024-02-29,545101,12857,3605,16462
2024-03-31,545101,12782,3876,16658
2024-04-30,545101,14755,3435,18190
2024-05-31,545101,12515,3532,16047
2023-05-31,545100,3,0,3
2023-06-30,545100,21908,4225,26133
2023-07-31,545100,17191,3692,20883
2023-08-31,545100,17713,2970,20683
2023-09-30,545100,15601,2652,18253
2023-10-31,545100,18120,3949,22069
2023-11-30,545100,18027,3815,21842
2023-12-31,545100,20366,4834,25200
2024-01-31,545100,19768,4233,24001
2024-02-29,545100,20988,4750,25738
2024-03-31,545100,21194,5049,26243
2024-04-30,545100,22704,4220,26924
2024-05-31,545100,20509,4055,24564
2023-06-30,545103,14647,144,14791
2023-07-31,545103,17033,137,17170
2023-08-31,545103,16093,159,16252
2023-09-30,545103,10120,78,10198
2023-10-31,545103,11903,149,12052
2023-11-30,545103,10770,123,10893
2023-12-31,545103,14500,268,14768
2024-01-31,545103,15263,337,15600
2024-02-29,545103,13746,204,13950
2024-03-31,545103,10514,307,10821
2024-04-30,545103,15757,352,16109
2024-05-31,545103,15958,444,16402
2023-05-31,545106,1,4,5
2023-06-30,545106,18836,36209,55045
2023-07-31,545106,16828,36683,53511
2023-08-31,545106,16863,36398,53261
2023-09-30,545106,15220,33165,48385
2023-10-31,545106,17414,40031,57445
2023-11-30,545106,17877,34492,52369
2023-12-31,545106,24354,44144,68498
2024-01-31,545106,22309,42088,64397
2024-02-29,545106,20356,43854,64210
2024-03-31,545106,19589,43681,63270
2024-04-30,545106,18829,40717,59546
2024-05-31,545106,21702,43931,65633
2023-05-31,545098,30,20,50
2023-06-30,545098,19296,11201,30497
2023-07-31,545098,15788,10617,26405
