Index,Plaza Name,City,Geo Codes,Longitude,Latitudes,,,,,,,,
263,"Chattar Toll
Plaza",Mudgal,"15.910173,76.4463210",15.910173,76.446321,,,,,,,,
264,Chaudhariwas,"Chaudhariw
as","28.9974934,75.6043331",28.9974934,75.6043331,,,,,,,,
265,"Chaukadi Toll
Plaza",Basti,"26.781298,82.417008",26.781298,82.417008,,,,,,,,
266,"Chaukiman Toll
plaza",Ludhiana,"30.82474,75.59007",30.82474,75.59007,,,,,,,,
267,"Chennasamadur
am Toll Plaza",Vellore,"12.910943,79.40121",12.910943,79.40121,,,,,,,,
268,"Chhajarsi Toll
Plaza",Pilkhua,"28.7017268,77.6197457",28.7017268,77.6197457,,,,,,,,
269,Chhajju Nagar,"Chhajju
Nagar","28.0989714,77.3639658",28.0989714,77.3639658,,,,,,,,
270,"Chhapar TOLL
PLAZA","Muzaffarnag
ar","29.585833,77.778333",29.585833,77.778333,,,,,,,,
271,"Chhara Toll
Plaza",Jhajjar,"28.7128790,76.7249370",28.712879,76.724937,,,,,,,,
272,"Chhoti Villor Fee
Plaza",Sanchore,"24.674000, 71.827100",24.674,71.8271,,,,,,,,
273,"Chhuhipali Toll
Plaza","Mahasamun
d","21.299821,82.942781",21.299821,82.942781,,,,,,,,
274,"Chiddan Toll
Plaza",Amritsar,"31.617167,74.692378",31.617167,74.692378,,,,,,,,
275,Chikhalikala,Betul,"21.842211,78.433626",21.842211,78.433626,,,,,,,,
276,"Chikliya Toll
Plaza",Ratlam,"23.2305,75.1270",23.2305,75.127,,,,,,,,
277,Chilakpelam,Srikakulam,"18.273462,83.807965",18.273462,83.807965,,,,,,,,
278,"Chilla Chond Toll
Plaza",Badi,"26.6132644,77.5154327",26.6132644,77.5154327,,,,,,,,
279,Chillakallu,Krishna,"16.885015,80.160654",16.885015,80.160654,,,,,,,,
280,"Chinaganjam
Fee Plaza",Nellore,"15.698996,80.237627",15.698996,80.237627,,,,,,,,
281,Chinchani plaza,Chikodi,"16.418376,74.540661",16.418376,74.540661,,,,,,,,
282,"Chinnamullaivoy
al",Chennai,"13.253075,80.2387214",13.253075,80.2387214,,,,,,,,
283,"Chinthalapalem
toll plaza","Chinthalapal
em","13.7881724,79.5894634",13.7881724,79.5894634,,,,,,,,
284,"Chinthamani
Toll Plaza",Madurai,"9.8767572,78.1349936",9.8767572,78.1349936,,,,,,,,
285,"Chinthapally Toll
Plaza",Chinthapally,"17.471528, 79.980556",17.471528,79.980556,,,,,,,,
286,Chiriya Km 201,Jalaun,"26.1611,79.2797",26.1611,79.2797,,,,,,,,
287,Chitlapalli Toll,Chitlapalli,"17.0811,77.5810",17.0811,77.581,,,,,,,,
288,Chitora,Sagar,"23.725416,78.809126",23.725416,78.809126,,,,,,,,
289,"Chitrakoot/Bhar
atkup Km 04",Karwi,"25.2513,80.7444",25.2513,80.7444,,,,,,,,
290,"Chittampatti
Toll Plaza",Madurai,"9.989594,78.244086",9.989594,78.244086,,,,,,,,
291,"Chittimitti
Chinthala",Kadapa,"14.810899,78.338884",14.810899,78.338884,,,,,,,,
292,CHITTORA,GOHAD,"26.3317760,78.4896370",26.331776,78.489637,,,,,,,,
293,"Chokala Toll
Plaza",Dhar,"22.9310,75.2507",22.931,75.2507,,,,,,,,
294,"Chokkenahalli
toll plaza",Tumkur,"13.302065,77.161956",13.302065,77.161956,,,,,,,,
295,"Cholasamundra
m Toll Plaza",Hindupur,"13.811786, 77.576451",13.811786,77.576451,,,,,,,,
296,"Chollang Toll
Plaza",Hoshiarpur,"31.624658,75.640296",31.624658,75.640296,,,,,,,,
297,Choratha,Rewa,"24.5483246,81.3467263",24.5483246,81.3467263,,,,,,,,
298,"Choryasi Toll
Plaza",Surat,"21.303367,72.95418",21.303367,72.95418,,,,,,,,
299,"Chotiya TOLL
PLAZA",Korba,"22.7662305,82.4799789",22.7662305,82.4799789,,,,,,,,
300,"Chottian User
fee Plaza","Chottian,
District","29.829579,75.785305",29.829579,75.785305,,,,,,,,Completed
301,"Chounda
Morena Flyover",Morena,"26.48840, 77.98028",26.4884,77.98028,,,,,,,,aditya started 301 to 400
302,Choundha,Morena,"26.468079,78.010109",26.468079,78.010109,,,,,,,,
303,"ChouraKheri Toll
Plaza",Guna,"24.049466, 77.649413",24.049466,77.649413,,,,,,,,
304,"Clever Leaf (P4)
Plaza",Bengaluru,"12.884139,77.501694",12.884139,77.501694,,,,,,,,
305,"COORGAL TOLL
PLAZA","BETTADAPU
RA","12.4421692,76.1016017",12.4421692,76.1016017,,,,,,,,
306,"CWG Flyover
Plaza DME KM",Delhi,"28.603991,77.269563",28.603991,77.269563,,,,,,,,
307,"D C Palli Toll
Plaza","Dharmavara
m","14.6853947,79.5155303",14.6853947,79.5155303,,,,,,,,
308,"Dadiya Toll
Plaza",Sikar,"27.71179,75.21063",27.71179,75.21063,,,,,,,,
309,Dadri Toll Plaza,Dadri,"28.606077, 76.304827",28.606077,76.304827,,,,,,,,
310,Daffi Toll Plaza,Varanasi,"25.248275,82.994017",25.248275,82.994017,,,,,,,,
311,Dagrai Toll Plaza,Datia,"25.6158907,78.4787578",25.6158907,78.4787578,,,,,,,,
312,"Dahalapara Toll
Plaza",Bongoigaon,"26.476602,90.712074",26.476602,90.712074,,,,,,,,
313,Dahar Toll Plaza,Panipat,"29.31922,76.918442",29.31922,76.918442,,,,,,,,
314,Dahisar,Mumbai,"19.2587,72.8718",19.2587,72.8718,,,,,,,,
315,Dakan Kotra,Udaipur,"24.500543, 73.720874",24.500543,73.720874,,,,,,,,
316,"Dakhina
Shekpur Toll",Rae Bareli,"26.5244139,81.0661465",26.5244139,81.0661465,,,,,,,,
317,Dakore Km 164,Orai,"25.8653,79.4241",25.8653,79.4241,,,,,,,,
318,"DalavadaToll
Plaza",Dalavada,"75.408085, 23.97131509",23.97131509,75.408085,,,,,,,,
319,"Dalsagar Toll
Plaza",Dal Sagar,"25.580548, 84.060688",25.580548,84.060688,,,,,,,,
320,"Danamaiahgaari
palli Toll Plaza","Danamaiahg
aripalli","13.036175, 78.515049",13.036175,78.515049,,,,,,,,
321,"Dangdiya Toll
plaza",Bhopal,"22.424746, 75.072311",22.424746,75.072311,,,,,,,,
322,"Dankuni Toll
Plaza",Hooghly,"22.698891,88.288862",22.698891,88.288862,,,,,,,,
323,"Darapur Toll
Plaza",Moga,"30.840344, 74.976922",30.840344,74.976922,,,,,,,,
324,Dari  Toll Plaza,Gir Somnath,"20.961278,70.334386",20.961278,70.334386,,,,,,,,
325,"Darjing Toll
Plaza",Darjing,"21.931642, 84.892881",21.931642,84.892881,,,,,,,,
326,Daroada,Wardha,"20.450625,78.755243",20.450625,78.755243,,,,,,,,
327,Dasana,Dasana,"28.687737,77.535805",28.687737,77.535805,,,,,,,,
328,"Dasarkhed Toll
Plaza",Malkapur,"20.972921, 76.179151",20.972921,76.179151,,,,,,,,
329,"Dasna Plaza
DME KM 2760",Ghaziabad,"28.674961,77.495589",28.674961,77.495589,,,,,,,,
330,Datala toll plaza,"Datala
Village","20.82554091,76.2021409",20.82554091,76.2021409,,,,,,,,
331,"Datia-Bhander
Toll Plaza",Bhander,"25.716217,78.701949",25.716217,78.701949,,,,,,,,
332,Dattigaon,Jhabua,"22.741519,74.836537",22.741519,74.836537,,,,,,,,
333,"Daulatpura Fee
Plaza","Sawaimadh
opur","25.883916, 76.530155",25.883916,76.530155,,,,,,,,
334,"Daulatpura Toll
Plaza",Jaipur,"27.0868994,75.8345568",27.0868994,75.8345568,,,,,,,,
335,Davaluru,Kankipadu,"16.4125284,80.7880218",16.4125284,80.7880218,,,,,,,,
336,Debra toll plaza,"West
Medinipur","22.397144,87.522855",22.397144,87.522855,,,,,,,,
337,"Dehuroad NH48
Toll Plaza",Pune,"18.700286,73.692154",18.700286,73.692154,,,,,,,,
338,"Deingpasoh Toll
Plaza",Ri-Bhoi,"25.649086,92.047615",25.649086,92.047615,,,,,,,,
339,"Delanpur Toll
Plaza",Ratlam,"23.417531,74.996667",23.417531,74.996667,,,,,,,,
340,"Deogarh Toll
Plaza",Jodhpur,"26.30662, 72.5873316",26.30662,72.5873316,,,,,,,,
341,DEORIYA,Rudrapur,"28.930637, 79.475637",28.930637,79.475637,,,,,,,,
342,Derhi Toll Plaza,Varanasi,"25.518048, 82.998103",25.518048,82.998103,,,,,,,,
343,"Deshnok Toll
Plaza",Bikaner,"27.753685, 73.360601",27.753685,73.360601,,,,,,,,
344,"Devanahalli Toll
Plaza","Bangalore
Rural","13.1935464,77.6475256",13.1935464,77.6475256,,,,,,,,
345,"Devgaon Toll
Plaza",Chhatarpur,"24.782925,79.816910",24.782925,79.81691,,,,,,,,
346,"Devkhedi TOLL
PLAZA",Gwalior,"24.516005,77.769897",24.516005,77.769897,,,,,,,,
347,"Dewas By pass
Toll Plaza",Dewas,"22.929,76.0463",22.929,76.0463,,,,,,,,
348,Dhadhar,Churu,"28.3458569,75.0682504",28.3458569,75.0682504,,,,,,,,
349,"Dhamangaon
Toll Plaza",Amravati,"20.737368, 78.140779",20.737368,78.140779,,,,,,,,
350,"Dhamnod Toll
Plaza",Dhamnod,"22.216325, 75.513255",22.216325,75.513255,,,,,,,,
351,"DhamnodToll
Plaza",Dhamnod,"74.977782, 23.422924",23.422924,74.977782,,,,,,,,
352,Dhaneshwar,Bundi,"25.07255,75.598475",25.07255,75.598475,,,,,,,,
353,Dhank Toll Plaza,"Mahasamun
d","21.227203,82.42025",21.227203,82.42025,,,,,,,,
354,"Dharampur
Danta Toll Plaza","Jamkhambh
aliya","22.248046, 69.684218",22.248046,69.684218,,,,,,,,
355,"Dharer Azizpur
Toll Plaza",Patiala,"30.5938815,76.7600168",30.5938815,76.7600168,,,,,,,,
356,"Dhareri Jattan
Toll Plaza",Zirakpur,"30.3912006,76.4995253",30.3912006,76.4995253,,,,,,,,
357,"Dharmaram Toll
Plaza",Pitlam,"18.265800, 77.787100",18.2658,77.7871,,,,,,,,
358,"Dhoki TOLL
PLAZA","Ahmednaga
r","19.1559589,74.4111722",19.1559589,74.4111722,,,,,,,,
359,"Dhumiyani Toll
Plaza",Rajkot,"21.751451,70.326793",21.751451,70.326793,,,,,,,,
360,"Dhumka
Tondgaon Toll",Washim,"20.013510, 77.139940",20.01351,77.13994,,,,,,,,
361,DidarGanj,Patna,"25.5721918,85.2400643",25.5721918,85.2400643,,,,,,,,
362,Dighal Toll Plaza,Sikar,"28.06734,75.34098",28.06734,75.34098,,,,,,,,
363,Dighal Toll Plaza,Jhajjar,"28.776746,76.621688",28.776746,76.621688,,,,,,,,
364,"Dilawarpur fee
plaza",Bodhan,"19.0989609,78.2133902",19.0989609,78.2133902,,,,,,,,
365,DME KM 5200,Meerut,"28.823169,77.648590",28.823169,77.64859,,,,,,,,
366,"DODDAMAVATH
URU TOLL","NEAR
HULIYOORD","12.533502,77.024003",12.533502,77.024003,,,,,,,,
367,"Dolhu Nallah
Fee Toll Plaza",Mandi,"31.720926,76.945425",31.720926,76.945425,,,,,,,,
368,Doli Toll Plaza,Jodhpur,"26.0626359,72.6730444",26.0626359,72.6730444,,,,,,,,
369,Dongrale Toll Plaza,Nashik,"20.766214, 74.574654",20.766214,74.574654,,,,,,,,
370,Dostpur,Sultanpur,"26.2826030, 82.4749250",26.282603,82.474925,,,,,,,,
371,"Duddeda Toll
Plaza",Medak,"18.00020,78.8876",18.0002,78.8876,,,,,,,,
372,Duhai,Duahi,"28.737468,77.477137",28.737468,77.477137,,,,,,,,
373,"Dukkavanipalem
Toll Plaza","Visakhapatn
am","17.888226,83.345101",17.888226,83.345101,,,,,,,,
374,Dularpur,Bahraich,"27.578462,81.633657",27.578462,81.633657,,,,,,,,
375,"Dumbarwadi
TOLL PLAZA","Ahmednaga
r","19.244419,74.013193",19.244419,74.013193,,,,,,,,
376,"Dumpalagattu
Paatimeeda Palli",Cuddapah,"14.624067, 78.783569",14.624067,78.783569,,,,,,,,
377,"Dundahera
Plaza DME KM",Ghaziabad,"28.635887, 77.444447",28.635887,77.444447,,,,,,,,
378,Dundigal,Hyderabad,"17.353843, 78.242823",17.353843,78.242823,,,,,,,,
379,"Dungarpur Fee
Plaza",Dausa,"26.666348, 76.319231",26.666348,76.319231,,,,,,,,
380,Durg Bypass,Durg,"21.214518,81.287962",21.214518,81.287962,,,,,,,,
381,"Durgamvaripalli
Toll Plaza",Rayachoti,"13.7142018,78.873175",13.7142018,78.873175,,,,,,,,
382,"Durjanpura Toll
Plaza",Durjanpura,"22.475387,75.571802",22.475387,75.571802,,,,,,,,
383,"Dusarbid Toll
Plaza",Buldhana,"20.034216, 76.317990",20.034216,76.31799,,,,,,,,
384,"DVE Bhuteda
Plaza",Bhuteda,"75.15080498, 23.60847026",75.15080498,23.60847026,,,,,,,,
385,"ECRlink Road
Toll Plaza",Chennai,"12.9013,80.2183",12.9013,80.2183,,,,,,,,
386,"Edalhatu Toll
Plaza",Ranchi,"23.1806311,85.5742348",23.1806311,85.5742348,,,,,,,,
387,"Edulanagulapall
y",Hyderabad,"17.4622136,78.2494394",17.4622136,78.2494394,,,,,,,,
388,"Eethakota at
Km.946.300","East
Godavari","16.715212,81.82786",16.715212,81.82786,,,,,,,,
389,Egatur Toll Plaza,Chennai,"12.8902,80.1983",12.8902,80.1983,,,,,,,,
390,"Eklehra Toll
Plaza","Narmadapur
am","22.192429,78.689015",22.192429,78.689015,,,,,,,,
391,"Elchuru Toll
Plaza",Elchuru,"16.107077,79.928762",16.107077,79.928762,,,,,,,,
392,"ELECTRONIC
CITY Phase 1","Bangalore
Urban","12.84615,77.671765",12.84615,77.671765,,,,,,,,
393,Elliyarpathy,"Virudhunaga
r","9.78299,78.094492",9.78299,78.094492,,,,,,,,
394,"Enamkariyandal
Toll Plaza","Tiruvannam
alai","12.287294, 79.069090",12.287294,79.06909,,,,,,,,
395,"EPE Rasoolpur
Plaza",Ghaziabad,"28.704323, 77.522137",28.704323,77.522137,,,,,,,,
396,"Etturvattam Toll
Plaza","Virudhunaga
r","9.385445,77.914347",9.385445,77.914347,,,,,,,,
397,Fanda toll plaza,Bhopal,"23.2245025,77.1907789",23.2245025,77.1907789,,,,,,,,
398,"Faridpur Toll
Plaza",Bareilly,"28.234589, 79.523939",28.234589,79.523939,,,,,,,,
399,Farukhnagar,Farukhnagar,"28.455781,76.856801",28.455781,76.856801,,,,,,,,
400,"Fatehpur Toll
Plaza",Baran,"25.1214357,76.5731007",25.1214357,76.5731007,,,,,,,,completed
401,"Fatehpur
Rampur","Fatepur
Rampur","28.437802,77.588752",28.437802,77.588752,,,,,,,,
402,Fekari,Bhusawal,"21.0400410,75.8293230",21.040041,75.829323,,,,,,,,
403,"Ferozeshah Toll
Plaza",Ferozepur,"30.869500,74.773100",30.8695,74.7731,,,,,,,,
404,Fulara Toll Plaza,Seoni,"22.043539,79.418753",22.043539,79.418753,,,,,,,,
405,Fulvariya,Azamgarh,"26.1599090, 82.8628360",26.159909,82.862836,,,,,,,,
406,Futera Toll Plaza,Ashoknagar,"24.669794,77.748436",24.669794,77.748436,,,,,,,,
407,Gabbur,Hubli,"15.3186929,75.1398824",15.3186929,75.1398824,,,,,,,,
408,"GABHANA
Tollplaza",Aligarh,"28.062821,77.946047",28.062821,77.946047,,,,,,,,
409,Gadaghat,Sagar,"23.301857,79.673409",23.301857,79.673409,,,,,,,,
410,"Gadanki toll
plaza",Gadanki,"13.478827, 79.188024",13.478827,79.188024,,,,,,,,
411,"Gadariya TOLL
PLAZA",Singrauli,"24.146502,82.491474",24.146502,82.491474,,,,,,,,
412,Gadha Plaza,Betul,"21.9192 ,77.7388",21.9192,77.7388,,,,,,,,
413,Gadoi  Toll Plaza,Junagadh,"21.425234,70.295437",21.425234,70.295437,,,,,,,,
414,Gadpuri Toll Plaza,Palwal,"28.24923826096969,
77.29142358676597",28.24923826,77.29142359,,,,,,,,
415,Gajangarh,Gajangarh,"25.824112,73.233418",25.824112,73.233418,,,,,,,,
416,Galia Toll Plaza,Galia,"26.442682,91.048867",26.442682,91.048867,,,,,,,,
417,"Gamjal Toll
Plaza",Adilabad,"19.026592,78.362705",19.026592,78.362705,,,,,,,,
418,"Gananguru Toll
Plaza",Mandiya,"12.472697,76.760373",12.472697,76.760373,,,,,,,,
419,"Ganebail Toll
Plaza",Belgaon,"15.692835, 74.503531",15.692835,74.503531,,,,,,,,
420,"Gangajali Toll
Plaza",Poogal,"28.475248, 72.618840",28.475248,72.61884,,,,,,,,
421,"Gangiwara Toll
Plaza",Chhindwara,"22.121749,78.828202",22.121749,78.828202,,,,,,,,
422,"GanpathiForest
CheckPost",Prakasam,"15.929953, 79.097636",15.929953,79.097636,,,,,,,,
423,GarothToll Plaza,Garoth,"24.303325 ,75.651305",24.303325,75.651305,,,,,,,,
424,"GARRA TOLL
PLAZA",BALAGHAT,"21.807047,80.152498",21.807047,80.152498,,,,,,,,
425,Gavhan Plaza,"Navi
Mumbai","18.951875,73.018836",18.951875,73.018836,,,,,,,,
426,"Gavner
Talegaon Shivni",Amravati,"20.621760, 77.862567",20.62176,77.862567,,,,,,,,
427,Gazole Toll Plaza,Malda,"25.195886604496657,
88.18264181261955",25.1958866,88.18264181,,,,,,,,
428,GB(Newadiya),"Sawai
Madhopur","26.378622, 76.546867",26.378622,76.546867,,,,,,,,
429,Gegal,Ajmer,"26.551347,74.780202",26.551347,74.780202,,,,,,,,
430,"Ghagghar Toll
Plaza",Ambala,"30.403876,76.736573",30.403876,76.736573,,,,,,,,
431,"Ghaigaon Jambargaon Toll
Plaza",Aurangabad,"19.893828, 74.784524",19.893828,74.784524,,,,,,,,
432,"Ghamroj Sohna
Road Toll Plaza",Gurugram,"28.3336041, 77.0673886",28.3336041,77.0673886,,,,,,,,
433,"Ghanghri Toll
Plaza",Giridih,"24.030088,85.948654",24.030088,85.948654,,,,,,,,
434,Gharkuiya,Barabanki,"26.6131760, 81.3957130",26.613176,81.395713,,,,,,,,
435,"Gharonda Toll
Plaza",Karnal,"29.582281,76.978398",29.582281,76.978398,,,,,,,,
436,"Ghata Samsabad
Fee Plaza",Nuh,"27.765879, 76.993905",27.765879,76.993905,,,,,,,,
437,"Ghatabillod Toll
Plaza",Pithampur,"22.644110, 75.568497",22.64411,75.568497,,,,,,,,
438,Ghatkesar,Hyderabad,"17.263039, 78.400211",17.263039,78.400211,,,,,,,,
439,"Ghazipur Plaza
DME KM 7500",New Delhi,"28.625378,77.312168",28.625378,77.312168,,,,,,,,
440,"Ghogarkuthi Fee
Toll Plaza",Baxirhat,"26.30493889,89.61888889",26.30493889,89.61888889,,,,,,,,
441,"Ghoradongri
TOLL PLAZA","Narmadapur
am","22.125288,78.025027",22.125288,78.025027,,,,,,,,
442,Ghoti toll plaza,Nashik,"19.708905,73.614819",19.708905,73.614819,,,,,,,,
443,"GHULAL Toll
Plaza",LUDHIANA,"30.845116,76.142999",30.845116,76.142999,,,,,,,,
444,Goa,Dharwad,"15.460555,74.967151",15.460555,74.967151,,,,,,,,
445,"Gogamedi Toll
Plaza","Hanumagar
h","29.134011, 75.058531",29.134011,75.058531,,,,,,,,
446,Gogelao,Nagaur,"27.2521763, 73.6454253",27.2521763,73.6454253,,,,,,,,
447,Gogunda,Udaipur,"24.766166,73.523999",24.766166,73.523999,,,,,,,,
448,"Golkheri Toll
Plaza",Bhopal,"23.394807, 77.399706",23.394807,77.399706,,,,,,,,
449,"Gollaprolu TOLL
PLAZA",Pithapuram,"17.139122,82.271843",17.139122,82.271843,,,,,,,,
450,Gonde Toll Plaza,"Ahmednaga
r","19.790328, 74.068809",19.790328,74.068809,,,,,,,,
451,Gondkhairi Plaza,Nagpur,"21.137001,78.89666",21.137001,78.89666,,,,,,,,
452,"Gopalpur Toll
Plaza",Gopalpur,"25.166454, 82.479512",25.166454,82.479512,,,,,,,,
453,"Goragaon Toll
Plaza",Goragaon,"25.973169, 78.835375",25.973169,78.835375,,,,,,,,
454,"Gorribanda Toll
Plaza",Srikakulam,"18.619937, 84.041020",18.619937,84.04102,,,,,,,,
455,Gorsar Toll Plaza,Gorsar,"21.31811111,69.90972222",21.31811111,69.90972222,,,,,,,,
456,"Goshtani Gate
Toll Plaza","Vishakapatn
am","17.71386,83.212194",17.71386,83.212194,,,,,,,,
457,"Govindpur Toll
Plaza",Brajrajnagar,"21.7711235, 83.679885",21.7711235,83.679885,,,,,,,,
458,"Gowraram Toll
Plaza","Gowraran
village","17.268021,80.679776",17.268021,80.679776,,,,,,,,
459,"Guabari Toll
Plaza",Alipurduar,"26.476623,89.756542",26.476623,89.756542,,,,,,,,
460,"GUDEMARANAH
ALLI TOLL PLAZA",MAGADI,"13.022707,77.153308",13.022707,77.153308,,,,,,,,
461,"Gudipada or
Gangapada",Khordha,"20.203404,85.668312",20.203404,85.668312,,,,,,,,
462,"Guduru Toll
Plaza",Nalgonda,"17.485724,78.8217",17.485724,78.8217,,,,,,,,
463,"Guilalu Toll
Plaza",Chitradurga,"14.053778,76.560573",14.053778,76.560573,,,,,,,,
464,Gulalpurva Toll,Gulalpurva,"27.8271,81.5265",27.8271,81.5265,,,,,,,,
465,"Gulhaura Toll
Plaza","Siddharthan
agar","27.443827,82.924607",27.443827,82.924607,,,,,,,,
466,Gumanpura,Tonk,"25.992770,75.938450",25.99277,75.93845,,,,,,,,
467,"Gummadidala
Toll Plaza","Gummadida
la","29.910500,76.507130",29.9105,76.50713,,,,,,,,
468,Guna,Guna,"24.620413,77.26147",24.620413,77.26147,,,,,,,,
469,"Gunjur Toll
Plaza",Bangalore,"13.4293608,77.5124912",13.4293608,77.5124912,,,,,,,,
470,"Gurapali Toll
Plaza",Ganjam,"19.638154,85.140017",19.638154,85.140017,,,,,,,,
471,"Gurau (Formerly
Semra Atikaba",Firozabad,"26.996524,78.777334",26.996524,78.777334,,,,,,,,
472,"GVR BEHARI Toll
Plaza",Rewa,"24.742577,82.109536",24.742577,82.109536,,,,,,,,
473,"Hadas
Pimpalgaon Toll",Aurangabad,"19.931252, 74.950029",19.931252,74.950029,,,,,,,,
474,"Hadwa TOLL
PLAZA",Lucknow,"26.137818, 82.802275",26.137818,82.802275,,,,,,,,
475,"Haladgao TOLL
PLAZA",Wardha,"20.852147,78.873033",20.852147,78.873033,,,,,,,,
476,"Halaharvi TOLL
PLAZA",Halaharvi,"15.819781,77.454008",15.819781,77.454008,,,,,,,,
477,Haliyapur,Sultanpur,"26.5125810, 81.7669160",26.512581,81.766916,,,,,,,,
478,"Halligudi Fee
Plaza",Halligudi,"15.390900, 75.855100",15.3909,75.8551,,,,,,,,
479,Halol Toll Plaza,Halol,"22.489873, 73.465586",22.489873,73.465586,,,,,,,,
480,Hamirpur Km,Jakhedi,"25.6337,79.6940",25.6337,79.694,,,,,,,,
481,"HANDIYA (Sujala
) Toll Plaza",Allahabad,"25.3788756,82.1567207",25.3788756,82.1567207,,,,,,,,
482,"Harduwani
(Damoh)Toll",Damoh,"23.849222,79.609670",23.849222,79.60967,,,,,,,,
483,Hariabara,Araria,"26.152636,87.445216",26.152636,87.445216,,,,,,,,
484,Harimma,Nagaur,"27.2553568,73.8398793",27.2553568,73.8398793,,,,,,,,
485,"Harpanahalli
Toll Plaza",Hadagali,"14.806217,75.975065",14.806217,75.975065,,,,,,,,
486,"Harro Toll Plaza
near Ganne",Prayagraj,"25.1154169,81.7543869",25.1154169,81.7543869,,,,,,,,
487,"Harsa Mansar
Toll Plaza",Hoshiarpur,"32.061586,75.614373",32.061586,75.614373,,,,,,,,
488,"Harshili Toll
Plaza",Raisen,"23.018177,78.121077",23.018177,78.121077,,,,,,,,
489,"Harwal TOLL
PLAZA",Gulbarga,"17.021227,76.6828832",17.021227,76.6828832,,,,,,,,
490,Hasanpur,"Jaipur -
Keonjhar","21.14661,86.1173884",21.14661,86.1173884,,,,,,,,
491,"Hathitala Toll
Plaza",Barmer,"25.5646786,71.4078461",25.5646786,71.4078461,,,,,,,,
492,"Hativale Fee
Plaza",Hativale,"16.611829, 73.545512",16.611829,73.545512,,,,,,,,
493,"Hatnoor Toll
Plaza",Hatnoor,"20.1931490,75.1328630",20.193149,75.132863,,,,,,,,
494,"Hatta TOLL
PLAZA",Sagar,"24.123109,79.55156",24.123109,79.55156,,,,,,,,
495,"Hattargi Toll
Plaza",Belagavi,"16.1433,74.51696",16.1433,74.51696,,,,,,,,
496,Hauj Fee Plaza,Jaunpur,"25.675856, 82.724787",25.675856,82.724787,,,,,,,,
497,"Hebbalu Toll
Plaza",Davanagere,"14.375564,76.106875",14.375564,76.106875,,,,,,,,
498,Heeran Khedi,Rajgarh,"23.987980,76.801104",23.98798,76.801104,,,,,,,,
499,"HEJAMADI TOLL
PLAZA",Hejamadi,"13.1075003,74.7844545763",13.1075003,74.78445458,,,,,,,,
500,"Hemagudda Toll
Plaza","Hemagudda
Village","15.431844,76.405685",15.431844,76.405685,,,,,,,,
501,"Hilalpur Fee
Plaza",Gurugram,"28.212915, 77.124201",28.212915,77.124201,,,,,,,,Complete
502,"Hindore Toll
Plaza",Bikaner,"29.101064,73.853890",29.101064,73.85389,,,,,,,,
503,"Hingana Road
Toll Plaza",Nagpur,"21.092948,78.9764186",21.092948,78.9764186,,,,,,,,
504,Hingonia Toll,Jaipur,"26.8509,75.9247",26.8509,75.9247,,,,,,,,
505,"Hirapur Toll
Plaza","Hirapur
Village","20.104946, 79.830014",20.104946,79.830014,,,,,,,,
506,"Hirebgewadi toll
plaza",Belagavi,"15.76311,74.64785",15.76311,74.64785,,,,,,,,
507,"Hirehalli Toll
plaza",Hirehalli,"14.524962,76.6644745",14.524962,76.6644745,,,,,,,,
508,"Hiremannapur
Toll Plaza","Hiremannap
ur","15.7729777,76.2985608",15.7729777,76.2985608,,,,,,,,
509,Hitnal,Koppal,"15.323649,76.303646",15.323649,76.303646,,,,,,,,
510,"Hitouta Toll
Plaza",Khutar,"28.264748, 80.250888",28.264748,80.250888,,,,,,,,
511,"Hiwargaon
pavasa toll plaza","Ahmadnaga
r","19.514777,74.2013655",19.514777,74.2013655,,,,,,,,
512,Holgegadde,Dhareshwar,"14.3594475,74.4184843",14.3594475,74.4184843,,,,,,,,
513,"Hoskote Toll
Plaza","Bangalore
Rural","13.059436,77.770734",13.059436,77.770734,,,,,,,,
514,"Hosur Road (P1)
Toll",Bengaluru,"12.858667,77.655833",12.858667,77.655833,,,,,,,,
515,"HSTL TP01-
Khadki",Khadki,"22.6479969,73.5197764",22.6479969,73.5197764,,,,,,,,
516,"HSTL TP03-
Galiya Danti",Galiya Danti,"23.3639618,73.5152351",23.3639618,73.5152351,,,,,,,,
517,"HSTL TP04-
Gajan",Gajan,"23.5051103,73.3033763",23.5051103,73.3033763,,,,,,,,
518,"HSTLTP02-
Gaman","Gaman
Bariya na","23.0127692,73.6180402",23.0127692,73.6180402,,,,,,,,
519,"Husludanga Toll
Plaza",Jalpaiguri,"26.5605725,88.9195854",26.5605725,88.9195854,,,,,,,,
520,"Husnapur Toll
Plaza",Deoli,"20.5512,78.301089",20.5512,78.301089,,,,,,,,
521,Ichgaon,Ichgaon,"17.592193,75.591492",17.592193,75.591492,,,,,,,,
522,Ichoul Toll Plaza,Unchehra,"24.349306,80.778889",24.349306,80.778889,,,,,,,,
523,IDTL Toll Plaza-A,Indore,"22.822692,75.938208",22.822692,75.938208,,,,,,,,
524,IDTL Toll Plaza-B,Dewas,"22.959586,76.084165",22.959586,76.084165,,,,,,,,
525,IGI Toll Plaza,New Delhi,"28.543853,77.115435",28.543853,77.115435,,,,,,,,
526,Indalwai,Nizamabad,"18.538284,78.239718",18.538284,78.239718,,,,,,,,
527,"Indirapuram
Plaza DME KM",Delhi,"28.632236,77.344611",28.632236,77.344611,,,,,,,,
