Index,Plaza Name,City,Geo Codes,Longitude,Latitudes,,,,,,,,
796,"Makhel Toll
Plaza",Kutch,"23.490455,70.942639",23.490455,70.942639,,,,,,,,
797,"Makrauli Kalan
Toll Plaza",Rohtak,"28.944307,76.609736",28.944307,76.609736,,,,,,,,
798,"Malasar Toll
Plaza",Churu,"28.262625, 74.565161",28.262625,74.565161,,,,,,,,
799,"Malegaon Toll
Plaza",Malegaon,"18.830215, 77.0140240",18.830215,77.014024,,,,,,,,
800,"Malegaon Toll
Plaza",Washim,"20.283102, 76.972215",20.283102,76.972215,,,,,,,,
801,Malera,Sirohi,"24.712368,73.093755",24.712368,73.093755,,,,,,,,
802,"Maliwada Toll
Plaza",Aurangabad,"19.940412, 75.164195",19.940412,75.164195,,,,,,,,
803,Maliwadi TP,Aurangabad,"19.600875, 75.614882",19.600875,75.614882,,,,,,,,
804,"Malkisar Toll
Plaza",Bikaner,"28.75284167, 73.96293833",28.75284167,73.96293833,,,,,,,,
805,Mallampet,Hyderabad,"17.5609388888889,78.3682",17.56093889,78.3682,,,,,,,,
806,"Malpura Toll
Plaza",Jaipur,"26.30658,75.41294",26.30658,75.41294,,,,,,,,
807,Malthone,Sagar,"24.322069,78.526217",24.322069,78.526217,,,,,,,,
808,Malyakhedi,Mandsaur,"24.047369,75.035803",24.047369,75.035803,,,,,,,,
809,Managethi Toll Plaza,Ariyalur,"11.141850, 79.242155",11.14185,79.242155,,,,,,,,
810,"Manan Toll
Plaza",Amritsar,"31.515990, 74.800070",31.51599,74.80007,,,,,,,,
811,Manankheda,"Manankhed
a","23.79626925,75.10225026",23.79626925,75.10225026,,,,,,,,
812,Manavasi Plaza,Karur,"10.931722,78.218401",10.931722,78.218401,,,,,,,,
813,"Manawarkukshi
Toll Plaza",Manawar,"22.210352,75.025833",22.210352,75.025833,,,,,,,,
814,"Mandal Toll
Plaza",Tapi,"21.134892,73.478457",21.134892,73.478457,,,,,,,,
815,"Mandamarri Toll
Plaza",Mandamarri,"19.011289, 79.478191",19.011289,79.478191,,,,,,,,
816,"Mandana Toll
Plaza",Mandana,"24.9657418,75.9352303",24.9657418,75.9352303,,,,,,,,
817,"Mandawara Toll
Plaza",Rajsamand,"25.20385,73.814701",25.20385,73.814701,,,,,,,,
818,"Mandawnagar
Toll Plaza",Basti,"26.810525,82.731283",26.810525,82.731283,,,,,,,,
819,Manderdisa,Dima Hasao,"25.7365190,93.1385240",25.736519,93.138524,,,,,,,,
820,"Mandir Hasaud
Toll Plaza",Raipur,"21.20296,81.905328",21.20296,81.905328,,,,,,,,
821,"Mandleswar Toll
plaza",Indore,"22.280472, 75.695583",22.280472,75.695583,,,,,,,,
822,"Mandva Toll
Plaza",Ankleshwar,"21.7016001,73.0609234",21.7016001,73.0609234,,,,,,,,
823,"Mandwara Toll
Plaza",Mandwara,"22.050986,75.119180",22.050986,75.11918,,,,,,,,
824,MANESHAR-7A,Manesar,"28.326367,76.890515",28.326367,76.890515,,,,,,,,
825,MANESHAR-7B,Manesar,"28.310995,76.895142",28.310995,76.895142,,,,,,,,
826,Mangalgi,Bidar,"17.7454925,77.3171313",17.7454925,77.3171313,,,,,,,,
827,"Manguli Toll
Plaza",Cuttack,"20.540387,85.96387",20.540387,85.96387,,,,,,,,
828,Manoharabad,Medak,"17.801103,78.471683",17.801103,78.471683,,,,,,,,
829,"Manoharpura
Toll plaza",Jaipur,"27.3056399,75.9535128",27.3056399,75.9535128,,,,,,,,
830,"MANSAR TOLL
PLAZA",Nagpur,"21.382312,79.25332",21.382312,79.25332,,,,,,,,
831,Marali,"Marali
Village","15.4669393,76.5742425",15.4669393,76.5742425,,,,,,,,
832,"Maranga Toll
Plaza",Purnia,"25.728651,87.458279",25.728651,87.458279,,,,,,,,
833,"Marripalem Toll
Plaza","Visakhapatn
am","17.747445,83.069029",17.747445,83.069029,,,,,,,,
834,Marur Toll Plaza,"Anantapura
m","14.5020891,77.6312667",14.5020891,77.6312667,,,,,,,,
835,"Mashora Toll
Plaza",Jagdalpur,"19.623270, 81.667297",19.62327,81.667297,,,,,,,,
836,Masuriha,Rewa,"24.7601633,82.0648097",24.7601633,82.0648097,,,,,,,,
837,Mathni,Nagpur,"21.139545,79.365105",21.139545,79.365105,,,,,,,,
838,"Mathur Toll
Plaza",Madharam,"13.1762697,80.2447934",13.1762697,80.2447934,,,,,,,,
839,"Mathura Toll
Plaza",Mathura,"27.660315,77.733317",27.660315,77.733317,,,,,,,,
840,Maujpur,Maujpur,"28.284826,77.439340",28.284826,77.43934,,,,,,,,
841,Mavai Km 54,Banda,"25.5438,80.3705",25.5438,80.3705,,,,,,,,
842,Mavikala,Mavikala,"28.877630,77.247776",28.87763,77.247776,,,,,,,,
843,Mawai Toll Plaza,Sagar,"24.791454,78.924038",24.791454,78.924038,,,,,,,,
844,Mayar Toll Plaza,Hisar,"29.100827,75.885338",29.100827,75.885338,,,,,,,,
845,MB(Gundwa),Bharatpur,"27.248519, 77.469328",27.248519,77.469328,,,,,,,,
846,"MBL
NEWARGAON",Balaghat,"21.826114,80.041645",21.826114,80.041645,,,,,,,,
847,"Medapi Toll
plaza",Prakasam,"16.024896,79.481851",16.024896,79.481851,,,,,,,,
848,"Medavakkam
Toll Plaza",Chennai,"12.9179,80.2118",12.9179,80.2118,,,,,,,,
849,Medchal,Hyderabad,"17.355345, 78.292706",17.355345,78.292706,,,,,,,,
850,"Meghawas Toll
Plaza",Jodhpur,"26.166723, 72.481349",26.166723,72.481349,,,,,,,,
851,"Mehkar Toll
Plaza",Buldhana,"20.283102, 76.972215",20.283102,76.972215,,,,,,,,
852,Mehra Toll Plaza,Gwalior,"26.197589,78.240691",26.197589,78.240691,,,,,,,,
853,"Mehrauli Plaza
DME KM 2350",Ghaziabad,"28.655347,77.474082",28.655347,77.474082,,,,,,,,
854,"Mehsana Toll
Plaza",Mehsana,"23.527490, 72.388130",23.52749,72.38813,,,,,,,,
855,Mejia Toll Plaza,Mejia,"23.537809,87.124630",23.537809,87.12463,,,,,,,,
856,"Mekalavaripalli
Toll Plaza","Markapura
m","15.6675,79.3518",15.6675,79.3518,,,,,,,,
857,"Methoon Toll
Plaza",Jhalawar,"24.420109,76.503892",24.420109,76.503892,,,,,,,,
858,Methwada,Indore,"22.6731595,75.545744",22.6731595,75.545744,,,,,,,,
859,Mettupatti Plaza,Salem,"11.661687,78.330731",11.661687,78.330731,,,,,,,,
860,Mhasane Phata,"Ahmednaga
r","18.9331389,74.4929167",18.9331389,74.4929167,,,,,,,,
861,MHOW Plaza,Mhow,"22.607405,75.794223",22.607405,75.794223,,,,,,,,
862,"Mikirati
Hawgaon Toll",Daboka,"26.1313420,92.8362070",26.131342,92.836207,,,,,,,,
863,"Milanpur Toll
Plaza",Betul,"21.8636943,77.9571605",21.8636943,77.9571605,,,,,,,,
864,"MilkMajra Toll
Plaza",Shahjadpur,"30.21170,77.19388",30.2117,77.19388,,,,,,,,
865,Millampali,Vijayawada,"16.037647,79.307084",16.037647,79.307084,,,,,,,,
866,"Mirzapur /
Kyampur Toll",Ghazipur,"25.684947, 83.547053",25.684947,83.547053,,,,,,,,
867,Mithegaon Toll Plaza,Ayodhya,"26.663524, 81.993320",26.663524,81.99332,,,,,,,,
868,"MMKIPL Toll
Plaza",Nashik,"19.9798867,74.490845",19.9798867,74.490845,,,,,,,,
869,"Mohammad
Ibrahimpur",Bilari,"28.5802427,78.7961950",28.5802427,78.796195,,,,,,,,
870,"Mohania Toll
Plaza",Kaimur,"25.1882337,83.5615933",25.1882337,83.5615933,,,,,,,,
871,"Mohna Toll
Plaza",Mohna,"29.650296, 76.559183",29.650296,76.559183,,,,,,,,
872,"Mohtara Toll
Plaza",Sihora,"23.4336923,80.0873052",23.4336923,80.0873052,,,,,,,,
873,Moka Toll Plaza,Ashok Nagar,"15.194774, 76.999231",15.194774,76.999231,,,,,,,,
874,"Mokha Toll
Plaza",Kutch,"22.934663,69.801655",22.934663,69.801655,,,,,,,,
875,"Moothli Toll
Plaza",Jodhpur,"25.71773,72.277289",25.71773,72.277289,,,,,,,,
876,"Mopidevi Toll
Plaza",Mopidevi,"16.054778, 80.914134",16.054778,80.914134,,,,,,,,
877,"Morani Toll
Plaza",Jodhpur,"26.8915240,71.9523540",26.891524,71.952354,,,,,,,,
878,Morwala Toll,Charkhi,"28.6410 ,76.3815",28.641,76.3815,,,,,,,,
879,Moshi Toll Plaza,Pune,"18.6867178,73.8465816",18.6867178,73.8465816,,,,,,,,
880,"Mount Abu
Green Tax Plaza",Mount Abu,"24.580674,72.725067",24.580674,72.725067,,,,,,,,
881,Moura Fee Plaza,Kiratpur,"31.2120516,76.6407424",31.2120516,76.6407424,,,,,,,,
882,MR-10 Toll Plaza,Indore,"22.775572,75.860314",22.775572,75.860314,,,,,,,,
883,"Mubarakpur Toll
Plaza",Bhopal,"23.310689,77.319815",23.310689,77.319815,,,,,,,,
884,Mud Kheda,Gwalior,"25.6814588,77.7295852",25.6814588,77.7295852,,,,,,,,
885,"Mudhipar  TOLL
PLAZA",BILASPUR,"21.190040,81.159205",21.19004,81.159205,,,,,,,,
886,"Mudiveedu Toll
Plaza",Madanapalli,"13.698528, 78.518474",13.698528,78.518474,,,,,,,,
887,"Mudiyapara Fee
Plaza",Bodla,"22.155822, 81.228744",22.155822,81.228744,,,,,,,,
888,"Mujras Toll
Plaza",Ahmedabad,"25.2747754,74.4927949",25.2747754,74.4927949,,,,,,,,
889,"Mulbagal Toll
Plaza",Kolar,"13.148469,78.290548",13.148469,78.290548,,,,,,,,
890,Mulund(EEH),Mumbai,"19.1534,72.9657",19.1534,72.9657,,,,,,,,
891,Mulund(LBS),Mumbai,"19.1855,72.9586",19.1855,72.9586,,,,,,,,
892,"Mundaragi Toll
Plaza",Mundargi,"15.138206,75.889905",15.138206,75.889905,,,,,,,,
893,"Mundiyar Toll
Plaza",Baran,"25.208633,77.136056",25.208633,77.136056,,,,,,,,
894,Mungari,Mungari,"25.2987667,81.9478441",25.2987667,81.9478441,,,,,,,,
895,"Mungwari Toll
Plaza","Hoshangaba
d","24.644126,79.336084",24.644126,79.336084,,,,,,,,
896,"Munjuluru Toll
Plaza",Munjuluru,"16.319957, 81.220732",16.319957,81.220732,,,,,,,,
897,Munnanur Toll Plaza,Munnanur,"16.74550985064181,78.285
31697793443",16.74550985,78.285,,,,,,,,
898,Murlitol,Barauni,"25.5899165,85.875775",25.5899165,85.875775,,,,,,,,
899,"Murma Toll
Plaza",Ranchi,"23.4467255,85.1199769",23.4467255,85.1199769,,,,,,,,
900,"Musunur Toll
Plaza",Nellore,"14.851945,79.987847",14.851945,79.987847,,,,,,,,
901,Muthojipet,Vijayawada,"17.9740755,79.9144659",17.9740755,79.9144659,,,,,,,,
902,"Muzaina Hetim
Toll Plaza",Kushinagar,"26.733855,83.808555",26.733855,83.808555,,,,,,,,
903,"Mysore Road
(P5) Plaza",Bengaluru,"12.903583,77.470028",12.903583,77.470028,,,,,,,,
904,"Nadiad Toll
Plaza",Kheda,"22.696475,72.896397",22.696475,72.896397,,,,,,,,
905,"Nagarhalla Toll
Plaza",Bagalkot,"16.290371,75.923507",16.290371,75.923507,,,,,,,,
906,"Nageshri Toll
Plaza",Nageshri,"20.9166056,71.3220944",20.9166056,71.3220944,,,,,,,,
907,"NAGPUR
BYPASS CHECK",Nagpur,"20.2299353,79.0131934",20.2299353,79.0131934,,,,,,,,
908,"Nagwan Toll
plaza",Hazaribagh,"24.044628,85.385762",24.044628,85.385762,,,,,,,,
909,Nainsar,Pharenda,"27.213537,83.252765",27.213537,83.252765,,,,,,,,
910,Nalavadi,Nalavadi,"15.369872021022868,75.35
744633497887",15.36987202,75.35,,,,,,,,
911,Nallur Toll Plaza,Tiruvallur,"13.216958,80.169353",13.216958,80.169353,,,,,,,,
912,"Nalluru
Devanahalli",Bengaluru,"13.206308, 77.765553",13.206308,77.765553,,,,,,,,
913,"Namkhana Fee
Toll Plaza","Namkhana
Village","21.7501921,88.2365142",21.7501921,88.2365142,,,,,,,,
914,Nanakramguda,Hyderabad,"17.242648, 78.211582",17.242648,78.211582,,,,,,,,
915,"Nandani Toll
Plaza",Solapur,"17.472901,75.855225",17.472901,75.855225,,,,,,,,
916,"Nandgaon Toll
Plaza",Amravati,"20.95108,77.788377",20.95108,77.788377,,,,,,,,
917,Nanduri,Nanduri,"20.200237,79.029373",20.200237,79.029373,,,,,,,,
918,Nangli Toll Plaza,Kolar,"13.194547, 78.545287",13.194547,78.545287,,,,,,,,
919,"Nanguneri Toll
Plaza",Tirunelveli,"8.527035,77.663289",8.527035,77.663289,,,,,,,,
920,Nannur,Kurnool,"15.7406107,78.0705331",15.7406107,78.0705331,,,,,,,,
921,"Nanpur Toll
Plaza",Alirajpur,"22.270080,74.512520",22.27008,74.51252,,,,,,,,
922,"Narayanpura
Toll Plaza",Udaipur,"24.613529,74.233079",24.613529,74.233079,,,,,,,,
923,Narendra,Dharwad,"15.488805,74.970109",15.488805,74.970109,,,,,,,,
924,Narsana,Jalore,"25.485729,72.569789",25.485729,72.569789,,,,,,,,
925,Narsingharh,Chittorgarh,"24.5521458,74.6665621",24.5521458,74.6665621,,,,,,,,
926,Narsingi,Hyderabad,"17.388444,78.351798",17.388444,78.351798,,,,,,,,
927,Narwana,Dharamgarh,"29.5781487,76.0887316",29.5781487,76.0887316,,,,,,,,
928,"Nashik Sinner
Tollways Limited",Nashik,"19.9119216,73.9006299",19.9119216,73.9006299,,,,,,,,
929,"Nashirabad Toll
Plaza",Nashirabad,"21.016609,75.684364",21.016609,75.684364,,,,,,,,
930,Nashri toll plaza,Ramban,"33.12990,75.29348",33.1299,75.29348,,,,,,,,
931,"Nathakkarai
Plaza",Salem,"11.592809,78.780812",11.592809,78.780812,,,,,,,,
932,Nathavalasa,"Vizianagara
m","18.057967,83.521081",18.057967,83.521081,,,,,,,,
933,Navasari,Dhanbad,"23.797494,86.430301",23.797494,86.430301,,,,,,,,
934,"Nawabganj Toll
Plaza",Bareilly,"28.45428,79.437658",28.45428,79.437658,,,,,,,,
935,"Nawabganj Toll
Plaza",Allahabad,"25.5650131,81.7457289",25.5650131,81.7457289,,,,,,,,
936,"Naya Nagar Toll
Plaza",Barmer,"25.248178, 71.733328",25.248178,71.733328,,,,,,,,
937,Nayagaon,Nayagaon,"24.572623,74.761591",24.572623,74.761591,,,,,,,,
938,"NayapuraToll
Plaza",Nayapura,"75.07147537, 23.51194711",23.51194711,75.07147537,,,,,,,,
939,Nazirakhat Toll Plaza,Sonapur,"26.121161,91.938698",26.121161,91.938698,,,,,,,,
940,Neelambur,Coimbatore,"11.060944,77.088928",11.060944,77.088928,,,,,,,,
941,"NeemthurToll
Plaza",Neemthur,"75.81037561, 24.52109562",24.52109562,75.81037561,,,,,,,,
942,"Negadiya Toll
Plaza",Rajsamand,"24.7998229,73.7603221",24.7998229,73.7603221,,,,,,,,
943,"Nekawala Toll
Plaza",Jaipur,"27.242389, 76.0639",27.242389,76.0639,,,,,,,,
944,"Nelamangala
Toll Plaza","Bangalore
Rural","13.0924871,77.3944374",13.0924871,77.3944374,,,,,,,,
945,"Nellore Plaza
(NH- 16)",Nellore,"14.312218,79.916296",14.312218,79.916296,,,,,,,,
946,NeoPolis,Hyderabad,"17.4107638888889,78.3153
361111111",17.41076389,78.3153,,,,,,,,
947,Netra,Jodhpur,"26.578709,73.155029",26.578709,73.155029,,,,,,,,
948,"Newada Toll
Plaza","Kanpur
Nagar","26.708097,80.120527",26.708097,80.120527,,,,,,,,
949,Newli Fee Plaza,Vidisha,"24.154715, 78.064432",24.154715,78.064432,,,,,,,,
950,"Nidhhona Toll
Plaza",Jalna,"19.884275, 75.845577",19.884275,75.845577,,,,,,,,
951,"NILAVAGILU
TOLL PLAZA","RAMANATH
APURA","12.6657789,76.0879545",12.6657789,76.0879545,,,,,,,,
952,Nimbaheda,Chittorgarh,"24.6104397,74.6484461",24.6104397,74.6484461,,,,,,,,
953,Nimbali,Nimbali,"26.018464,73.088679",26.018464,73.088679,,,,,,,,
954,Nimbasar,Barmer,"26.1512284,71.2802787",26.1512284,71.2802787,,,,,,,,
955,"Nimbayani Toll
Plaza",Barmer,"25.865575,71.6305593",25.865575,71.6305593,,,,,,,,
956,Nimbi Jodha,"Ladnun
(Nagaur)","27.5147239,74.3207931",27.5147239,74.3207931,,,,,,,,
957,"Nimbvali Toll
Plaza",Thane,"19.209400, 73.093948",19.2094,73.093948,,,,,,,,
958,Ninora Toll Plaza,Ujjain,"23.0815536,75.8156813",23.0815536,75.8156813,,,,,,,,
959,"Nipaniya Fee
Plaza",Piplai,"23.300828,75.827876",23.300828,75.827876,,,,,,,,
960,"Niyamatpur
Ekrotiya Toll",Moradabad,"28.814182,78.902248",28.814182,78.902248,,,,,,,,
961,"Noida Plaza
DME KM 1400",Ghaziabad,"28.634037,77.390182",28.634037,77.390182,,,,,,,,
962,"Nokhra Toll
Plaza",Bikaner,"27.6680790,72.674974",27.668079,72.674974,,,,,,,,
963,"Norangdesar
Toll Plaza",Bikaner,"28.073983, 73.568025",28.073983,73.568025,,,,,,,,
964,NUH,Nuh,"28.179226,77.074981",28.179226,77.074981,,,,,,,,
965,"Nunmath Toll
Plaza",Kesinga,"20.2829801, 83.2961327",20.2829801,83.2961327,,,,,,,,
966,"Nuruddinpur toll
plaza",Amethi,"26.035992,81.43806",26.035992,81.43806,,,,,,,,
967,"OBALAPURA
TOLL PLAZA","NEAR
YALLAPURA","13.261002,77.093901",13.261002,77.093901,,,,,,,,
968,Ochadi,Chittorgarh,"24.8248863,74.6282613",24.8248863,74.6282613,,,,,,,,
969,Odaki Pipkhar,Rewa,"24.593492,81.298600",24.593492,81.2986,,,,,,,,
970,"Okhamadi Toll
Plaza",Dwarka,"22.08019901,69.13387008",22.08019901,69.13387008,,,,,,,,
971,"Omalur Toll
Plaza",Salem,"11.72034,78.07338",11.72034,78.07338,,,,,,,,
972,Orai Km 174,Orai,"25.9261,79.3622",25.9261,79.3622,,,,,,,,
973,"Osargaon Toll
Plaza",Sindhudurg,"16.174444,73.692500",16.174444,73.6925,,,,,,,,
974,"Pabanawa Toll
Plaza",Pabanawa,"29.904809, 76.646841",29.904809,76.646841,,,,,,,,
975,Pachira,Surajpur,"23.195053,82.925264",23.195053,82.925264,,,,,,,,
976,"Pachwara Toll
Plaza",Nowgong,"25.134303,79.376709",25.134303,79.376709,,,,,,,,
977,Padalshingi TP,Aurangabad,"19.1388116,75.7488874",19.1388116,75.7488874,,,,,,,,
978,"Padiyara Toll
Plaza",Churu,"27.916553, 74.554469",27.916553,74.554469,,,,,,,,
979,"Padmanavapur
Toll Plaza",Baripada,"21.5632851,86.9253147",21.5632851,86.9253147,,,,,,,,
980,Pagara Toll Plaza,Guna,"24.5069819,77.1860753",24.5069819,77.1860753,,,,,,,,
981,"Pagara-Guna
Cantt",Guna,"24.650828,77.422362",24.650828,77.422362,,,,,,,,
982,"Pahammawlein
Toll Plaza",Ri-Bhoi,"25.992753,91.860387",25.992753,91.860387,,,,,,,,
983,Paind Toll Plaza,Partran,"29.8880996,76.1014463",29.8880996,76.1014463,,,,,,,,
984,Palavedu,Chennai,"13.140047,80.0530363",13.140047,80.0530363,,,,,,,,
985,Palaya Gandharvakottai,"Palaya
Gandharvak ottaiÂ Villag","10.6122581,79.0305683",10.6122581,79.0305683,,,,,,,,
986,"Palempalli Toll
Plaza",Kadapa,"14.51346,78.791105",14.51346,78.791105,,,,,,,,
987,Palhan Toll Plaza,Rewa,"24.770730, 81.400890",24.77073,81.40089,,,,,,,,
988,"Paliyekkara Toll
plaza",Thrissur,"10.442916,76.260181",10.442916,76.260181,,,,,,,,
989,Palkhanda,Ujjain,"23.028861,75.964689",23.028861,75.964689,,,,,,,,
990,Pallai,Uniara,"25.884209,75.958515",25.884209,75.958515,,,,,,,,
991,"Pallikonda Toll
Plaza",Vellore,"12.905829,78.951686",12.905829,78.951686,,,,,,,,
992,Pallu Toll Plaza,"Hanumanga
rh","28.951956, 74.225031",28.951956,74.225031,,,,,,,,
993,Palsit Toll Plaza,Bardhaman,"23.178722,88.026395",23.178722,88.026395,,,,,,,,
994,Palsud Plaza,Palsud,"21.813416,74.974632",21.813416,74.974632,,,,,,,,
995,PALWAL,Palwal,"28.102706,77.30527",28.102706,77.30527,,,,,,,,
996,"PamPamPallam
Toll Plaza",Palakkad,"10.8131538,76.7957998",10.8131538,76.7957998,,,,,,,,
997,"Panchu Toll
Plaza",Jodhpur,"27.5541483,73.230405",27.5541483,73.230405,,,,,,,,
998,"Panchvati
Colony toll plaza","Vishakhapat
nam","17.7130381,83.2079988",17.7130381,83.2079988,,,,,,,,
999,"Pandillapalli Toll
plaza",Prakasam,"15.465943,79.072447",15.465943,79.072447,,,,,,,,
1000,Pandola,Sheopur,"25.56625,76.6529",25.56625,76.6529,,,,,,,,started by aditya 1000 to 1100
1001,"Pandutala Toll
Plaza",Mandla,"22.390935,80.808638",22.390935,80.808638,,,,,,,,
1002,Panihar,Gwalior,"26.097998, 78.015844",26.097998,78.015844,,,,,,,,
1003,"Panikauri Toll
Plaza","New
Jalpaiguri","26.573915,88.522596",26.573915,88.522596,,,,,,,,
1004,"Panikoili Toll
Plaza",Jajpur,"20.897746,86.21625",20.897746,86.21625,,,,,,,,
1005,"Panna
Amanganj Toll Plaza",Panna,"24.65939, 80.15294",24.65939,80.15294,,,,,,,,
1006,Pantangi,Nalgonda,"17.232887,78.960464",17.232887,78.960464,,,,,,,,
1007,"Panthawada toll
plaza",Panthawada,"24.447519,71.752014",24.447519,71.752014,,,,,,,,
1008,Papanashi,"Avadi
Somapur","15.3582487,75.6863757",15.3582487,75.6863757,,,,,,,,
1009,Papri Toll,Alwar,"27.714361, 76.742856",27.714361,76.742856,,,,,,,,
1010,Para Fee Plaza,Bhind,"26.672845, 78.730507",26.672845,78.730507,,,,,,,,
1011,Para Toll Plaza,Para,"25.798882,74.351686",25.798882,74.351686,,,,,,,,
1012,"Paraghat Toll
Plaza",Bilaspur,"22.010617,82.323591",22.010617,82.323591,,,,,,,,
1013,Paranur,"Kanchipura
m","12.723887,79.981917",12.723887,79.981917,,,,,,,,
1014,Pargaon TP,Aurangabad,"18.6284625,75.6978936",18.6284625,75.6978936,,,,,,,,
1015,"Parsoni Khem
Toll Plaza","Purvi
Champaran","26.451643,85.022817",26.451643,85.022817,,,,,,,,
1016,"Partapur Plaza
DME KM 5900",Meerut,"28.902930,77.641772",28.90293,77.641772,,,,,,,,
1017,Parwa Toll Plaza,Bikaner,"27.6941351,73.3758130",27.6941351,73.375813,,,,,,,,
1018,Paschim Madati,Darjeeling,"24.599579,84.70284",24.599579,84.70284,,,,,,,,
1019,Pasyih Toll Plaza,Jowai,"25.50,91.33",25.5,91.33,,,,,,,,
1020,Pata Toll Plaza,Chandil,"22.930225, 86.063708",22.930225,86.063708,,,,,,,,
1021,"Patan Gudla
Plaza",Bundi,"25.285600, 75.897097",25.2856,75.897097,,,,,,,,
1022,Patancheru,Hyderabad,"17.321673, 78.140518",17.321673,78.140518,,,,,,,,
1023,"Patanswangi
Toll Plaza",Nagpur,"21.343756,79.009054",21.343756,79.009054,,,,,,,,
1024,"Patariya Goyal
Toll Plaza","Patariya
Goyal","23.131971,76.689998",23.131971,76.689998,,,,,,,,
1025,Patas Plaza,Pune,"18.424491,74.466193",18.424491,74.466193,,,,,,,,
1026,Patau Toll Plaza,Jodhpur,"25.973869, 72.411661",25.973869,72.411661,,,,,,,,
1027,"Patgaon Toll
Plaza",Kokrajhar,"26.567821,90.218439",26.567821,90.218439,,,,,,,,
1028,"Pathoroundi Toll
Plaza",Kotma,"23.2492475,82.0589565",23.2492475,82.0589565,,,,,,,,
1029,Patnipratapur,Patni,"29.530383,77.198676",29.530383,77.198676,,,,,,,,
1030,PATODI,Patodi,"28.391538,76.86769",28.391538,76.86769,,,,,,,,
1031,Patrachauli,Ranchi,"23.3215317,85.1503319",23.3215317,85.1503319,,,,,,,,
1032,"Patroda Toll
Plaza",Ganganagar,"29.058447,73.095777",29.058447,73.095777,,,,,,,,
1033,Pattana,Kalaburagi,"17.3970162,76.7061871",17.3970162,76.7061871,,,,,,,,
1034,"Pattarai Toll
Plaza",Tiruvallur,"13.150829,79.834687",13.150829,79.834687,,,,,,,,
1035,"Pedda
Amberpet",Hyderabad,"17.319992, 78.655881",17.319992,78.655881,,,,,,,,
1036,Peddagolconda,Hyderabad,"17.121417, 78.235572",17.121417,78.235572,,,,,,,,
1037,Penur Toll Plaza,MOHOL,"17.779097, 75.524512",17.779097,75.524512,,,,,,,,
1038,Peont,Karnal,"29.623442,76.784786",29.623442,76.784786,,,,,,,,
1039,Perali Toll Plaza,Perambalur,"11.237523,78.960180",11.237523,78.96018,,,,,,,,
1040,Perungudi Toll,Chennai,"12.9564,80.2412",12.9564,80.2412,,,,,,,,
1041,"Phoop (Barahi)
KM 105.300",Bhind,"26.683184,78.917895",26.683184,78.917895,,,,,,,,
1042,"Phulwadi Toll
Plaza",Naldurg,"17.7991202,76.1933353",17.7991202,76.1933353,,,,,,,,
1043,Pidhi Toll Plaza,Jaisinghpur,"26.3486681,82.2470807",26.3486681,82.2470807,,,,,,,,
1044,"Pimparkhed
User Fee Plaza",Pimparkhed,"20.3029330, 74.7588787",20.302933,74.7588787,,,,,,,,
1045,"Pimparwadi Toll
Plaza",Nashik,"19.810393, 74.276137",19.810393,74.276137,,,,,,,,
1046,"Pimpri
Sadruddin Toll",Nashik,"19.676166, 73.566280",19.676166,73.56628,,,,,,,,
1047,Pinan Fee Plaza,Alwar,"27.253013, 76.766463",27.253013,76.766463,,,,,,,,
1048,Pipalaz,Ajmer,"26.158577,74.371572",26.158577,74.371572,,,,,,,,
1049,Pipili Toll Plaza,Pipili,"20.1374,85.8392",20.1374,85.8392,,,,,,,,
1050,"Piplothar Toll
Plaza",Datia,"25.581462,78.375242",25.581462,78.375242,,,,,,,,
1051,Piplyamandi,Piplyamandi,"24.168848,75.013273",24.168848,75.013273,,,,,,,,
1052,Pippalwada,Adilabad,"19.781093,78.565772",19.781093,78.565772,,,,,,,,
1053,"Pithadiya Toll
Plaza",Rajkot,"22.082642,70.781004",22.082642,70.781004,,,,,,,,
1054,Pithai Toll Plaza,Kheda,"22.912793,72.957362",22.912793,72.957362,,,,,,,,
1055,"Pokhraira Fee
Plaza",Sitamarhi,"26.0558561,85.1829012",26.0558561,85.1829012,,,,,,,,
1056,"Pollachi Cochin
Toll Plaza",Coimbatore,"10.914016,76.982178",10.914016,76.982178,,,,,,,,
1057,"Pollachi Salem
Toll Plaza",Coimbatore,"10.921531,76.989327",10.921531,76.989327,,,,,,,,
1058,"Pondicherry
Tindivanam Toll",Villupuram,"11.983278,79.78836",11.983278,79.78836,,,,,,,,
1059,"Ponnalagaram
Toll Plaza","Virudhachal
am","9.9297,78.1101",9.9297,78.1101,,,,,,,,
1060,"Ponnambalapatt
i Plaza","Tiruchirappa
lli","10.536356,78.257059",10.536356,78.257059,,,,,,,,
1061,"Poonarimangala
m","Ernakulam
(Cochin)","10.010715,76.257992",10.010715,76.257992,,,,,,,,
1062,Pottipadu,Krishna,"16.572341,80.862502",16.572341,80.862502,,,,,,,,
1063,"Pratappur Toll
Plaza",Chunar,"25.177356, 82.973450",25.177356,82.97345,,,,,,,,
1064,"Pudapada
Nildungri Toll",Sambalpur,"21.449859, 84.115361",21.449859,84.115361,,,,,,,,
1065,Pudur Toll Plaza,Madurai,"10.11086,78.17934",10.11086,78.17934,,,,,,,,
1066,"Pudurpandiyapu
ram","Thoothukud
i","8.862935,78.117106",8.862935,78.117106,,,,,,,,
1067,Pullur Toll Plaza,"Mahabubna
gar","15.887742,78.016978",15.887742,78.016978,,,,,,,,
